budget_dollars,solved_problems
0.0,0
0.02528855,1
0.02584605,2
0.031544800000000005,3
0.0478693,4
0.0479153,5
0.0531653,6
0.058588499999999995,7
0.14441009999999999,8
0.1464528,9
0.15754534999999997,10
0.17035635,11
0.20579475,12
0.2782669,13
0.30491385,13
