budget_dollars,solved_problems
0.0,0
0.0020352499999999997,1
0.002169,2
0.00243775,3
0.0040615,4
0.0048515,5
0.0051814999999999995,6
0.0073615,7
0.0089015,8
0.013389249999999998,9
0.014341499999999998,10
0.01799175,11
0.018970249999999998,12
0.020552749999999998,13
0.022591499999999997,14
0.03595324999999999,15
0.036462999999999995,16
0.07676699999999999,17
0.08498975,18
0.12797675,19
0.5438284999999999,19
