budget_dollars,solved_problems
0.0,0
0.00320285,1
0.0033082,2
0.0041321,3
0.0059997,4
0.011722549999999998,5
0.01226995,6
0.013948899999999998,7
0.023734899999999996,8
0.0343917,9
0.09682785000000001,10
0.11104275,11
0.1606381,12
0.19705805000000004,13
0.21948744999999997,14
0.27141485,14
