cell,stage,arm,theorem,seed,cap,solved,qualified,failed,cost,requests,rocq_seconds,input,cached,output,uncached_cost
validation__budget__mathd_numbertheory_64__seed0,validation,budget,mathd_numbertheory_64,0,0.2,True,True,False,0.02878964,30,123.55332737602293,319699,276372,12164,0.07853659999999998
validation__budget__amc12a_2013_p8__seed1,validation,budget,amc12a_2013_p8,1,0.2,True,True,False,0.01088268,10,1.257804281078279,83970,67754,5237,0.0230784
validation__budget__amc12b_2020_p5__seed1,validation,budget,amc12b_2020_p5,1,0.2,True,True,False,0.00029954,1,0.8722930029034615,6310,6307,144,0.0014348
validation__budget__amc12a_2002_p6__seed0,validation,budget,amc12a_2002_p6,0,0.2,True,True,False,0.00043466,1,0.5683550387620926,6106,6103,260,0.0015332
validation__budget__mathd_numbertheory_303__seed1,validation,budget,mathd_numbertheory_303,1,0.2,True,True,False,0.08946891999999998,36,73.4569817846641,841250,650546,31931,0.20656719999999998
validation__budget__induction_prod1p1onk3le3m1onn__seed0,validation,budget,induction_prod1p1onk3le3m1onn,0,0.2,False,False,False,0.12759468,32,3.6676540141925216,830814,368914,23197,0.19399919999999998
validation__budget__aime_1984_p7__seed1,validation,budget,aime_1984_p7,1,0.2,True,True,False,0.04939444,16,10.147428454831243,251681,136172,19641,0.0739054
validation__budget__mathd_numbertheory_530__seed0,validation,budget,mathd_numbertheory_530,0,0.2,False,False,False,0.11984755999999996,47,5.792537497356534,972688,580918,24896,0.2244128
validation__budget__amc12a_2013_p8__seed0,validation,budget,amc12a_2013_p8,0,0.2,True,True,False,0.0082598,5,1.1683707274496555,35599,25660,4799,0.0128786
validation__budget__amc12b_2002_p3__seed0,validation,budget,amc12b_2002_p3,0,0.2,True,True,False,0.005935000000000001,6,1.3550863424316049,47852,40050,2978,0.013144
validation__budget__mathd_algebra_393__seed1,validation,budget,mathd_algebra_393,1,0.2,True,True,False,0.014920180000000002,13,1.3658730518072844,123752,93359,5812,0.0317248
validation__budget__aime_1991_p9__seed0,validation,budget,aime_1991_p9,0,0.2,True,True,False,0.05779918,24,2.5985435033217072,375293,190439,14183,0.0920782
validation__budget__aime_1991_p6__seed0,validation,budget,aime_1991_p6,0,0.2,False,False,False,0.12376908,29,99.13636254239827,1051215,628804,22259,0.2369538
validation__budget__mathd_algebra_234__seed0,validation,budget,mathd_algebra_234,0,0.2,True,True,False,0.00054658,1,1.0115550449118018,6062,6059,354,0.0016372
validation__budget__mathd_numbertheory_43__seed0,validation,budget,mathd_numbertheory_43,0,0.2,False,False,False,0.07670508,33,243.6209401190281,573777,347084,20354,0.1391802
validation__budget__amc12_2000_p12__seed0,validation,budget,amc12_2000_p12,0,0.2,True,True,False,0.034431260000000005,21,182.49561168719083,246097,142383,9034,0.060060199999999994
validation__budget__amc12b_2020_p5__seed0,validation,budget,amc12b_2020_p5,0,0.2,True,True,False,0.00037633999999999996,1,0.8802150078117847,6310,6307,208,0.0015115999999999999
validation__budget__mathd_numbertheory_461__seed1,validation,budget,mathd_numbertheory_461,1,0.2,True,True,False,0.00045369999999999997,1,0.5886242296546698,6098,6095,276,0.0015508
validation__budget__mathd_algebra_190__seed1,validation,budget,mathd_algebra_190,1,0.2,True,True,False,0.00030988,1,0.5898663736879826,6047,6044,157,0.0013978
validation__budget__mathd_numbertheory_284__seed0,validation,budget,mathd_numbertheory_284,0,0.2,True,True,False,0.00030575999999999997,1,0.886025745421648,6081,6078,153,0.0013997999999999999
validation__budget__aime_1991_p6__seed1,validation,budget,aime_1991_p6,1,0.2,False,False,False,0.11385988,21,75.6930835954845,713624,373354,31949,0.1810636
validation__budget__mathd_algebra_282__seed1,validation,budget,mathd_algebra_282,1,0.2,False,False,False,0.05880815999999999,64,28.21917175501585,1698702,1633808,10961,0.3528936
validation__budget__mathd_algebra_327__seed1,validation,budget,mathd_algebra_327,1,0.2,True,True,False,0.0013260799999999999,2,0.7578000845387578,15418,12124,354,0.0035083999999999996
validation__budget__mathd_numbertheory_37__seed0,validation,budget,mathd_numbertheory_37,0,0.2,False,False,False,0.026073739999999998,19,242.02551009505987,206116,137957,8069,0.050906
validation__budget__mathd_algebra_214__seed0,validation,budget,mathd_algebra_214,0,0.2,True,True,False,0.00041079999999999996,1,0.6427826294675469,6173,6170,239,0.0015214
validation__budget__mathd_algebra_433__seed1,validation,budget,mathd_algebra_433,1,0.2,True,True,False,0.00223702,3,1.1129030380398035,21299,16891,848,0.0052774
validation__budget__aime_1989_p8__seed1,validation,budget,aime_1989_p8,1,0.2,True,True,False,0.00033562,1,0.6200454337522388,6674,6671,168,0.0015363999999999998
validation__budget__amc12a_2020_p21__seed0,validation,budget,amc12a_2020_p21,0,0.2,False,False,False,0.12217104000000002,44,251.774903007783,797934,447112,35887,0.2026512
validation__budget__mathd_numbertheory_284__seed1,validation,budget,mathd_numbertheory_284,1,0.2,True,True,False,0.00032496,1,0.8440532218664885,6081,6078,169,0.001419
validation__budget__aime_1984_p7__seed0,validation,budget,aime_1984_p7,0,0.2,False,False,False,0.12328754,28,3.1611042683944106,612043,224737,34443,0.1637402
validation__budget__mathd_numbertheory_405__seed0,validation,budget,mathd_numbertheory_405,0,0.2,False,False,False,0.12070374,19,51.989630637690425,562575,174147,32946,0.1520502
validation__budget__mathd_algebra_282__seed0,validation,budget,mathd_algebra_282,0,0.2,False,False,False,0.05835587999999999,64,16.294042342342436,1665942,1590954,9616,0.3447276
validation__budget__amc12b_2002_p3__seed1,validation,budget,amc12b_2002_p3,1,0.2,True,True,False,0.01931428,10,21.815217380411923,110627,67464,7777,0.0314578
validation__budget__mathd_numbertheory_37__seed1,validation,budget,mathd_numbertheory_37,1,0.2,False,False,False,0.02674998,26,272.5557220093906,270852,213369,9155,0.0651564
validation__budget__imo_1960_p2__seed0,validation,budget,imo_1960_p2,0,0.2,True,True,False,0.0129972,19,1.6236319718882442,217026,204360,5314,0.049782
validation__budget__amc12_2000_p12__seed1,validation,budget,amc12_2000_p12,1,0.2,True,True,False,0.020458300000000002,9,155.98075617384166,72950,46645,11887,0.0288544
validation__budget__mathd_algebra_327__seed0,validation,budget,mathd_algebra_327,0,0.2,True,True,False,0.0022051199999999996,3,1.222621369175613,26463,19526,356,0.0057198
validation__budget__imo_1964_p2__seed1,validation,budget,imo_1964_p2,1,0.2,True,True,False,0.017592660000000003,11,1.3189093265682459,108954,72523,7380,0.0306468
validation__budget__imo_1969_p2__seed1,validation,budget,imo_1969_p2,1,0.2,False,False,False,0.12576369999999998,38,4.218314749188721,935018,539295,29861,0.2228368
validation__budget__mathd_algebra_251__seed1,validation,budget,mathd_algebra_251,1,0.2,True,True,False,0.00106148,1,1.0849723350256681,6067,6064,783,0.002153
validation__budget__imo_1960_p2__seed1,validation,budget,imo_1960_p2,1,0.2,True,True,False,0.00979754,8,1.7029323922470212,75019,56317,4109,0.0199346
validation__budget__aime_1989_p8__seed0,validation,budget,aime_1989_p8,0,0.2,True,True,False,0.00027682,1,0.6427775640040636,6674,6671,119,0.0014776
validation__budget__mathd_numbertheory_43__seed1,validation,budget,mathd_numbertheory_43,1,0.2,False,False,False,0.03175174,27,246.7417573807761,391070,341317,12479,0.09318879999999999
validation__budget__mathd_algebra_433__seed0,validation,budget,mathd_algebra_433,0,0.2,True,True,False,0.00286284,6,1.357953853905201,40599,36672,1120,0.0094638
validation__budget__mathd_algebra_190__seed0,validation,budget,mathd_algebra_190,0,0.2,True,True,False,0.00033268,1,0.6391821168363094,6047,6044,176,0.0014206
validation__budget__mathd_algebra_393__seed0,validation,budget,mathd_algebra_393,0,0.2,True,True,False,0.01164922,9,1.3732666028663516,77015,55041,5128,0.0215566
validation__budget__mathd_numbertheory_405__seed1,validation,budget,mathd_numbertheory_405,1,0.2,True,True,False,0.10607265999999999,17,22.579386111348867,473954,130443,28968,0.12955239999999998
validation__budget__mathd_numbertheory_461__seed0,validation,budget,mathd_numbertheory_461,0,0.2,True,True,False,0.0003901,1,0.5934982178732753,6098,6095,223,0.0014872
validation__budget__amc12a_2008_p4__seed1,validation,budget,amc12a_2008_p4,1,0.2,True,True,False,0.020116880000000004,15,14.037874486297369,143890,102904,8218,0.038639599999999996
validation__budget__mathd_algebra_421__seed1,validation,budget,mathd_algebra_421,1,0.2,True,True,False,0.0022721,3,1.1984657486900687,25042,20415,782,0.0059467999999999995
validation__budget__amc12b_2003_p6__seed0,validation,budget,amc12b_2003_p6,0,0.2,True,True,False,0.01732054,11,1.5706588737666607,119474,84357,7175,0.0325048
validation__budget__mathd_algebra_234__seed1,validation,budget,mathd_algebra_234,1,0.2,True,True,False,0.00041578,1,1.117161293514073,6062,6059,245,0.0015064
validation__budget__aime_1991_p9__seed1,validation,budget,aime_1991_p9,1,0.2,True,True,False,0.0733674,26,2.6903285542503,478938,265270,21107,0.121116
validation__budget__mathd_numbertheory_33__seed1,validation,budget,mathd_numbertheory_33,1,0.2,True,True,False,0.00093236,1,0.9166520144790411,6031,6028,676,0.0020174
validation__budget__mathd_algebra_251__seed0,validation,budget,mathd_algebra_251,0,0.2,True,True,False,0.00065108,1,0.6572720482945442,6067,6064,441,0.0017426
validation__budget__mathd_numbertheory_303__seed0,validation,budget,mathd_numbertheory_303,0,0.2,False,False,False,0.1164335,29,59.97098778747022,634327,284895,34041,0.1677146
validation__budget__amc12_2001_p21__seed1,validation,budget,amc12_2001_p21,1,0.2,False,False,False,0.04148354,18,243.60462263599038,201199,104337,16687,0.0602642
validation__budget__imo_1981_p6__seed1,validation,budget,imo_1981_p6,1,0.2,True,True,False,0.00738926,6,1.1907613901421428,55321,42083,3250,0.0149642
validation__budget__amc12b_2003_p6__seed1,validation,budget,amc12b_2003_p6,1,0.2,True,True,False,0.010602219999999999,10,1.4512868197634816,97019,72311,3512,0.0236182
validation__budget__amc12a_2008_p4__seed0,validation,budget,amc12a_2008_p4,0,0.2,True,True,False,0.016996320000000002,18,13.695416427217424,186435,148646,5388,0.0437526
validation__budget__amc12a_2019_p21__seed0,validation,budget,amc12a_2019_p21,0,0.2,False,False,False,0.12461075999999999,42,50.25607588980347,1082424,682238,25774,0.24741359999999998
validation__budget__imo_1969_p2__seed0,validation,budget,imo_1969_p2,0,0.2,False,False,False,0.13016478,41,4.8303588423877954,935598,510569,29123,0.2220672
validation__budget__induction_prod1p1onk3le3m1onn__seed1,validation,budget,induction_prod1p1onk3le3m1onn,1,0.2,True,True,False,0.047633739999999994,20,2.219935798086226,315095,174107,13295,0.07897299999999999
validation__budget__amc12a_2002_p6__seed1,validation,budget,amc12a_2002_p6,1,0.2,True,True,False,0.00037586,1,0.6001872513443232,6106,6103,211,0.0014743999999999998
validation__budget__amc12a_2020_p21__seed1,validation,budget,amc12a_2020_p21,1,0.2,False,False,False,0.06249494,64,27.005063574761152,1470307,1404107,17644,0.31523419999999996
validation__budget__amc12a_2019_p21__seed1,validation,budget,amc12a_2019_p21,1,0.2,False,False,False,0.13098549999999998,38,26.95833166036755,1055567,632795,28146,0.24488859999999998
validation__budget__mathd_numbertheory_33__seed0,validation,budget,mathd_numbertheory_33,0,0.2,True,True,False,0.0006467199999999999,2,0.7804655907675624,12308,12056,296,0.0028168
validation__budget__amc12a_2016_p3__seed1,validation,budget,amc12a_2016_p3,1,0.2,True,True,False,0.01055222,8,1.4934392990544438,87019,57911,2977,0.0209762
validation__budget__algebra_others_exirrpowirrrat__seed0,validation,budget,algebra_others_exirrpowirrrat,0,0.2,False,False,False,0.12171547999999999,61,3.597087978385389,1496092,1189354,30484,0.33579919999999996
validation__budget__imo_1964_p2__seed0,validation,budget,imo_1964_p2,0,0.2,True,True,False,0.03755951999999999,24,3.656184679828584,316779,237286,14096,0.08027100000000001
validation__budget__mathd_numbertheory_64__seed1,validation,budget,mathd_numbertheory_64,1,0.2,False,False,False,0.023562920000000005,24,242.66550021152943,284320,251926,10038,0.0689096
validation__budget__mathd_numbertheory_530__seed1,validation,budget,mathd_numbertheory_530,1,0.2,False,False,False,0.12461488000000001,43,3.5708191115409136,1038716,622704,24132,0.23670159999999998
validation__budget__algebra_others_exirrpowirrrat__seed1,validation,budget,algebra_others_exirrpowirrrat,1,0.2,False,False,False,0.12432098,37,3.097303834743798,850060,451239,29610,0.205544
validation__budget__imo_1981_p6__seed0,validation,budget,imo_1981_p6,0,0.2,True,True,False,0.00673588,6,1.0621621757745743,49778,38254,3055,0.013621600000000001
validation__budget__amc12a_2016_p3__seed0,validation,budget,amc12a_2016_p3,0,0.2,True,True,False,0.01572452,11,1.5280828727409244,115675,79416,5737,0.030019399999999998
validation__budget__mathd_algebra_214__seed1,validation,budget,mathd_algebra_214,1,0.2,True,True,False,0.0003424,1,0.7108550723642111,6173,6170,182,0.0014529999999999999
validation__budget__imo_1984_p6__seed0,validation,budget,imo_1984_p6,0,0.2,False,False,False,0.06833162,30,247.8124018907547,571909,385641,19471,0.13774699999999998
validation__session__imo_1984_p6__seed1,validation,session,imo_1984_p6,1,0.1,False,False,False,0.022359279999999995,17,243.3589623030275,220970,181324,9003,0.054997599999999994
validation__session__mathd_algebra_421__seed0,validation,session,mathd_algebra_421,0,0.1,True,True,False,0.005218680000000001,6,1.237521138973534,53670,41394,1613,0.0126696
validation__session__amc12_2001_p21__seed0,validation,session,amc12_2001_p21,0,0.1,True,True,False,0.00879064,8,78.10773430671543,70250,48152,2840,0.017458
validation__session__mathd_numbertheory_64__seed0,validation,session,mathd_numbertheory_64,0,0.1,True,True,False,0.018031799999999997,14,1.8256190763786435,140823,97220,6139,0.0355314
validation__session__amc12a_2013_p8__seed1,validation,session,amc12a_2013_p8,1,0.1,True,True,False,0.02061806,15,1.2718759328126907,142354,101693,8710,0.038922799999999994
validation__session__amc12b_2020_p5__seed1,validation,session,amc12b_2020_p5,1,0.1,True,True,False,0.00031274,1,0.856220574118197,6310,6307,155,0.0014479999999999999
validation__session__amc12a_2002_p6__seed0,validation,session,amc12a_2002_p6,0,0.1,True,True,False,0.00027506,1,0.6052185231819749,6106,6103,127,0.0013736
validation__session__mathd_numbertheory_303__seed1,validation,session,mathd_numbertheory_303,1,0.1,False,False,False,0.044235780000000016,37,93.3004438476637,440655,360229,17455,0.10907700000000001
validation__session__induction_prod1p1onk3le3m1onn__seed0,validation,session,induction_prod1p1onk3le3m1onn,0,0.1,False,False,False,0.0434111,21,2.1277312953025103,247600,142245,16246,0.0690152
validation__session__aime_1984_p7__seed1,validation,session,aime_1984_p7,1,0.1,False,False,False,0.04289982,11,2.925552644766867,134943,71071,23920,0.055692599999999995
validation__session__mathd_numbertheory_530__seed0,validation,session,mathd_numbertheory_530,0,0.1,False,False,False,0.04112184,31,2.6289807874709368,415443,311322,11726,0.09715979999999999
validation__session__amc12a_2013_p8__seed0,validation,session,amc12a_2013_p8,0,0.1,True,True,False,0.01610244,9,1.297319047152996,75864,52762,8689,0.0255996
validation__session__amc12b_2002_p3__seed0,validation,session,amc12b_2002_p3,0,0.1,True,True,False,0.021716179999999998,22,3.521303553134203,280018,234819,6650,0.0639836
validation__session__mathd_algebra_393__seed1,validation,session,mathd_algebra_393,1,0.1,True,True,False,0.0064426399999999995,5,1.1457143127918243,39730,32672,3648,0.0123236
validation__session__aime_1991_p9__seed0,validation,session,aime_1991_p9,0,0.1,False,False,False,0.04483364,24,2.175543075427413,284563,178452,16702,0.076955
validation__session__aime_1991_p6__seed0,validation,session,aime_1991_p6,0,0.1,False,False,False,0.0314391,24,48.10965509805828,484653,408275,6665,0.1049286
validation__session__mathd_algebra_234__seed0,validation,session,mathd_algebra_234,0,0.1,True,True,False,0.00031018,1,1.0539354979991913,6062,6059,157,0.0014008
validation__session__mathd_numbertheory_43__seed0,validation,session,mathd_numbertheory_43,0,0.1,False,False,False,0.02324628,28,256.5995427099988,360132,332234,9185,0.0830484
validation__session__amc12_2000_p12__seed0,validation,session,amc12_2000_p12,0,0.1,True,True,False,0.015523780000000001,9,153.8595629548654,72815,51509,8527,0.0247954
validation__session__amc12b_2020_p5__seed0,validation,session,amc12b_2020_p5,0,0.1,True,True,False,0.00025993999999999995,1,0.878048806451261,6310,6307,111,0.0013951999999999999
validation__session__mathd_numbertheory_461__seed1,validation,session,mathd_numbertheory_461,1,0.1,True,True,False,0.0005137,1,0.5915415715426207,6098,6095,326,0.0016108
validation__session__mathd_algebra_190__seed1,validation,session,mathd_algebra_190,1,0.1,True,True,False,0.00027988000000000004,1,0.5733305066823959,6047,6044,132,0.0013678
validation__session__mathd_numbertheory_284__seed0,validation,session,mathd_numbertheory_284,0,0.1,True,True,False,0.00032016,1,0.8992671342566609,6081,6078,165,0.0014142
validation__session__aime_1991_p6__seed1,validation,session,aime_1991_p6,1,0.1,False,False,False,0.04147698,16,63.7971858959645,282249,156869,11053,0.0697134
validation__session__mathd_algebra_282__seed1,validation,session,mathd_algebra_282,1,0.1,False,False,False,0.03001574,38,9.908429315313697,592882,554197,9329,0.1297712
validation__session__mathd_algebra_327__seed1,validation,session,mathd_algebra_327,1,0.1,True,True,False,0.0014521,3,1.1302875922992826,21671,18345,350,0.0047542
validation__session__mathd_numbertheory_37__seed0,validation,session,mathd_numbertheory_37,0,0.1,False,False,False,0.03011702,28,245.12197227869183,302782,240221,10667,0.0733568
validation__session__mathd_algebra_214__seed0,validation,session,mathd_algebra_214,0,0.1,True,True,False,0.0003424,1,0.6560825388878584,6173,6170,182,0.0014529999999999999
validation__session__mathd_algebra_433__seed1,validation,session,mathd_algebra_433,1,0.1,True,True,False,0.00244824,4,1.2818453442305326,28995,23302,703,0.006642599999999999
validation__session__aime_1989_p8__seed1,validation,session,aime_1989_p8,1,0.1,True,True,False,0.00022642,1,0.5865582078695297,6674,6671,77,0.0014272
validation__session__amc12a_2020_p21__seed0,validation,session,amc12a_2020_p21,0,0.1,False,False,False,0.030804919999999996,15,23.517660367302597,170452,118426,15026,0.052121600000000004
validation__session__mathd_numbertheory_284__seed1,validation,session,mathd_numbertheory_284,1,0.1,True,True,False,0.00029256,1,0.8494138643145561,6081,6078,142,0.0013866
validation__session__aime_1984_p7__seed0,validation,session,aime_1984_p7,0,0.1,True,True,False,0.023846259999999998,11,2.1960270404815674,122078,76123,10944,0.037548399999999996
validation__session__mathd_numbertheory_405__seed0,validation,session,mathd_numbertheory_405,0,0.1,True,True,False,0.029432559999999997,9,3.7750560818240047,122627,67258,14178,0.041539
validation__session__mathd_algebra_282__seed0,validation,session,mathd_algebra_282,0,0.1,False,False,False,0.03369732,39,12.660045450553298,556476,505626,11179,0.12471
validation__session__amc12b_2002_p3__seed1,validation,session,amc12b_2002_p3,1,0.1,True,True,False,0.01063324,13,2.3809611592441797,129020,107922,3546,0.0300592
validation__session__mathd_numbertheory_37__seed1,validation,session,mathd_numbertheory_37,1,0.1,False,False,False,0.021776479999999994,22,240.10611279960722,223444,168504,6182,0.0521072
validation__session__imo_1960_p2__seed0,validation,session,imo_1960_p2,0,0.1,True,True,False,0.00708044,6,1.1863670544698834,55882,41402,2797,0.014532799999999998
validation__session__amc12_2000_p12__seed1,validation,session,amc12_2000_p12,1,0.1,True,True,False,0.01613768,11,155.4790080441162,109810,84504,7822,0.0313484
validation__session__mathd_algebra_327__seed0,validation,session,mathd_algebra_327,0,0.1,True,True,False,0.00129188,2,1.1377893518656492,15373,12124,333,0.0034741999999999998
validation__session__imo_1964_p2__seed1,validation,session,imo_1964_p2,1,0.1,True,True,False,0.012606019999999999,8,2.0386733263731003,74638,49411,5477,0.0215
validation__session__imo_1969_p2__seed1,validation,session,imo_1969_p2,1,0.1,False,False,False,0.040507480000000005,25,4.165569189935923,412322,319454,12954,0.09800919999999999
validation__session__mathd_algebra_251__seed1,validation,session,mathd_algebra_251,1,0.1,True,True,False,0.00074468,1,0.6478917011991143,6067,6064,519,0.0018361999999999999
validation__session__imo_1960_p2__seed1,validation,session,imo_1960_p2,1,0.1,True,True,False,0.0053831,7,1.5649573057889938,52732,43085,2160,0.013138399999999998
validation__session__aime_1989_p8__seed0,validation,session,aime_1989_p8,0,0.1,True,True,False,0.00025522,1,0.6470162458717823,6674,6671,101,0.0014559999999999998
validation__session__mathd_numbertheory_43__seed1,validation,session,mathd_numbertheory_43,1,0.1,False,False,False,0.026837059999999996,26,241.05140879005194,288919,237133,9781,0.069521
validation__session__mathd_algebra_433__seed0,validation,session,mathd_algebra_433,0,0.1,True,True,False,0.0016612200000000001,3,1.0596221555024385,20940,16891,428,0.0047016
validation__session__mathd_algebra_190__seed0,validation,session,mathd_algebra_190,0,0.1,True,True,False,0.00020908,1,0.6416250169277191,6047,6044,73,0.001297
validation__session__mathd_algebra_393__seed0,validation,session,mathd_algebra_393,0,0.1,True,True,False,0.01128318,10,1.4184078685939312,92307,70999,4668,0.024063
validation__session__mathd_numbertheory_405__seed1,validation,session,mathd_numbertheory_405,1,0.1,False,False,False,0.04186255999999999,12,8.295158045366406,176788,84308,18067,0.05703799999999999
validation__session__mathd_numbertheory_461__seed0,validation,session,mathd_numbertheory_461,0,0.1,True,True,False,0.0003373,1,0.6277360925450921,6098,6095,179,0.0014344
validation__session__amc12a_2008_p4__seed1,validation,session,amc12a_2008_p4,1,0.1,True,True,False,0.027038299999999998,18,19.160692510195076,211810,150645,9827,0.0541544
validation__session__mathd_algebra_421__seed1,validation,session,mathd_algebra_421,1,0.1,True,True,False,0.0034604600000000003,5,1.2078903699293733,39694,33953,1361,0.009571999999999999
validation__session__amc12b_2003_p6__seed0,validation,session,amc12b_2003_p6,0,0.1,True,True,False,0.009010859999999999,8,1.557062005624175,65460,48473,3870,0.017736
validation__session__mathd_algebra_234__seed1,validation,session,mathd_algebra_234,1,0.1,True,True,False,0.00062098,1,0.6537082334980369,6062,6059,416,0.0017116
validation__session__aime_1991_p9__seed1,validation,session,aime_1991_p9,1,0.1,False,False,False,0.04011883999999999,24,2.3076522452756763,278479,188392,15278,0.0740294
validation__session__mathd_numbertheory_33__seed1,validation,session,mathd_numbertheory_33,1,0.1,True,True,False,0.0007095199999999999,2,0.6465128883719444,12340,12056,343,0.0028795999999999995
validation__session__mathd_algebra_251__seed0,validation,session,mathd_algebra_251,0,0.1,True,True,False,0.00397704,5,1.07801528647542,35166,27132,1523,0.0088608
validation__session__mathd_numbertheory_303__seed0,validation,session,mathd_numbertheory_303,0,0.1,False,False,False,0.04109172,29,47.786083951592445,387045,316836,17261,0.09812219999999999
validation__session__amc12_2001_p21__seed1,validation,session,amc12_2001_p21,1,0.1,True,True,False,0.00811392,8,28.780106804333627,65892,55616,4122,0.0181248
validation__session__imo_1981_p6__seed1,validation,session,imo_1981_p6,1,0.1,True,True,False,0.005174679999999999,5,1.2509466735646129,47465,39544,2333,0.012292599999999999
validation__session__amc12b_2003_p6__seed1,validation,session,amc12b_2003_p6,1,0.1,True,True,False,0.010923180000000001,7,1.5132790692150593,63900,45289,5246,0.0190752
validation__session__amc12a_2008_p4__seed0,validation,session,amc12a_2008_p4,0,0.1,True,True,False,0.0450565,20,29.902524615637958,236504,117495,15754,0.0662056
validation__session__amc12a_2019_p21__seed0,validation,session,amc12a_2019_p21,0,0.1,False,False,False,0.040995720000000006,28,40.68753776606172,376302,265146,11218,0.088722
validation__session__imo_1969_p2__seed0,validation,session,imo_1969_p2,0,0.1,False,False,False,0.04102193999999999,26,4.312482845969498,326892,237607,15344,0.08379120000000001
validation__session__induction_prod1p1onk3le3m1onn__seed1,validation,session,induction_prod1p1onk3le3m1onn,1,0.1,False,False,False,0.04131836,18,2.157969070598483,246244,131078,13053,0.0649124
validation__session__amc12a_2002_p6__seed1,validation,session,amc12a_2002_p6,1,0.1,True,True,False,0.00038546,1,0.5578941898420453,6106,6103,219,0.001484
validation__session__amc12a_2020_p21__seed1,validation,session,amc12a_2020_p21,1,0.1,False,False,False,0.04274279999999999,20,78.07410864438862,254760,172120,18977,0.0737244
validation__session__amc12a_2019_p21__seed1,validation,session,amc12a_2019_p21,1,0.1,False,False,False,0.037586760000000004,44,28.410540284588933,611505,549108,11771,0.1364262
validation__session__mathd_numbertheory_33__seed0,validation,session,mathd_numbertheory_33,0,0.1,True,True,False,0.0021917200000000003,2,0.8005892857909203,12653,12056,1526,0.0043618
validation__session__amc12a_2016_p3__seed1,validation,session,amc12a_2016_p3,1,0.1,True,True,False,0.011908859999999999,8,1.3712794622406363,91809,61603,3863,0.022997399999999998
validation__session__algebra_others_exirrpowirrrat__seed0,validation,session,algebra_others_exirrpowirrrat,0,0.1,False,False,False,0.04428217999999999,48,3.682980793528259,606235,543609,17404,0.1421318
validation__session__imo_1964_p2__seed0,validation,session,imo_1964_p2,0,0.1,False,False,False,0.044796539999999996,14,3.786269310861826,175917,69647,18458,0.057332999999999995
validation__session__mathd_numbertheory_64__seed1,validation,session,mathd_numbertheory_64,1,0.1,True,True,False,0.0020864000000000004,4,0.77927066385746,25810,23420,950,0.006302
validation__session__mathd_numbertheory_530__seed1,validation,session,mathd_numbertheory_530,1,0.1,False,False,False,0.039409219999999995,29,3.192493033595383,399292,300651,11390,0.0935264
validation__session__algebra_others_exirrpowirrrat__seed1,validation,session,algebra_others_exirrpowirrrat,1,0.1,False,False,False,0.041447359999999996,37,5.713094457983971,585562,495448,11263,0.130628
validation__session__imo_1981_p6__seed0,validation,session,imo_1981_p6,0,0.1,True,True,False,0.012131019999999998,9,1.3176330141723156,88490,61441,4577,0.0231904
validation__session__amc12a_2016_p3__seed0,validation,session,amc12a_2016_p3,0,0.1,False,False,False,0.045433879999999996,25,2.3561123572289944,358138,246814,15194,0.0898604
validation__session__mathd_algebra_214__seed1,validation,session,mathd_algebra_214,1,0.1,True,True,False,0.00040359999999999994,1,0.6175412135198712,6173,6170,233,0.0015141999999999998
validation__session__imo_1984_p6__seed0,validation,session,imo_1984_p6,0,0.1,False,False,False,0.02600626,29,243.5581079693511,365477,330133,10279,0.08543019999999998
validation__views__imo_1984_p6__seed1,validation,views,imo_1984_p6,1,0.1,False,False,False,0.04181626000000001,26,92.52484402991831,404618,304763,13125,0.0966736
validation__views__mathd_algebra_421__seed0,validation,views,mathd_algebra_421,0,0.1,True,True,False,0.00131618,3,0.6844742763787508,20104,19479,668,0.004822399999999999
validation__views__amc12_2001_p21__seed0,validation,views,amc12_2001_p21,0,0.1,False,False,False,0.03433066,19,175.68491905741394,245462,184643,15395,0.0675664
validation__views__mathd_numbertheory_64__seed0,validation,views,mathd_numbertheory_64,0,0.1,True,True,False,0.0054363599999999995,7,1.1852482222020626,52542,43258,2262,0.0132228
validation__views__amc12a_2013_p8__seed1,validation,views,amc12a_2013_p8,1,0.1,True,True,False,0.0044924200000000004,2,1.1047695986926556,12977,11041,3237,0.006479799999999999
validation__views__amc12b_2020_p5__seed1,validation,views,amc12b_2020_p5,1,0.1,True,True,False,0.00031514,1,0.8782927757129073,6310,6307,157,0.0014504
validation__views__amc12a_2002_p6__seed0,validation,views,amc12a_2002_p6,0,0.1,True,True,False,0.00036505999999999995,1,0.6139164520427585,6106,6103,202,0.0014636
validation__views__mathd_numbertheory_303__seed1,validation,views,mathd_numbertheory_303,1,0.1,False,False,False,0.03778268,32,24.913756226189435,519310,453094,12898,0.11933959999999999
validation__views__induction_prod1p1onk3le3m1onn__seed0,validation,views,induction_prod1p1onk3le3m1onn,0,0.1,False,False,False,0.03669119999999999,16,2.444188374094665,235356,133740,11411,0.060764399999999996
validation__views__aime_1984_p7__seed1,validation,views,aime_1984_p7,1,0.1,True,True,False,0.032157740000000004,9,1.487865561619401,108163,45387,15579,0.0403274
validation__views__mathd_numbertheory_530__seed0,validation,views,mathd_numbertheory_530,0,0.1,False,False,False,0.040075919999999994,32,3.8487863317131996,532632,446896,11659,0.12051719999999999
validation__views__amc12a_2013_p8__seed0,validation,views,amc12a_2013_p8,0,0.1,True,True,False,0.0028015799999999997,3,1.0932982712984085,19800,17209,1616,0.0058992
