budget_dollars,solved_problems
0.0,0
0.00201225,1
0.0023559999999999996,2
0.0030085,3
0.0033247499999999996,4
0.0051585,5
0.006189749999999999,6
0.0084385,7
0.008687249999999999,8
0.009318499999999999,9
0.009809749999999999,10
0.010765999999999998,11
0.012819749999999998,12
0.0129585,13
0.0138175,14
0.015363499999999999,15
0.017928499999999997,16
0.020358499999999998,17
0.029820999999999997,18
0.041117249999999994,19
0.067296,20
0.084602,21
0.11949249999999999,22
