budget_dollars,solved_problems
0.0,0
0.00157906,1
0.0031922599999999997,2
0.0036837099999999998,3
0.0037543999999999998,4
0.00887026,5
0.01011891,6
0.05075019000000001,7
0.10980734000000002,7
