budget_dollars,solved_problems
0.0,0
0.0031766,1
0.0036508499999999998,2
0.0054621,3
0.0057001,4
0.0085925,5
0.0110516,6
0.012457900000000001,7
0.060255649999999994,8
0.0690585,9
0.08281350000000001,10
0.1289106,11
0.20067774999999996,12
0.5087082,12
