bench_name,model_name,temperature,max_feedback_cycles_per_step,max_steps,seed,success,num_completions,num_requests,input_tokens,cached_input_tokens,output_tokens,price
001,gpt-5-mini-2025-08-07,1.0,10,20,0,True,5,5,11180,7168,1489,0.0041602
002,gpt-5-mini-2025-08-07,1.0,10,20,0,True,6,6,14079,9472,1756,0.00490055
003,gpt-5-mini-2025-08-07,1.0,10,20,0,True,15,15,41642,31744,29739,0.0627461
004,gpt-5-mini-2025-08-07,1.0,10,20,0,False,22,22,66207,50944,46241,0.09757134999999997
005,gpt-5-mini-2025-08-07,1.0,10,20,0,True,6,6,14302,9472,2131,0.005706300000000001
006,gpt-5-mini-2025-08-07,1.0,10,20,0,True,6,6,14367,8960,1824,0.00522375
007,gpt-5-mini-2025-08-07,1.0,10,20,0,True,6,6,14202,9472,1919,0.0052572999999999995
008,gpt-5-mini-2025-08-07,1.0,10,20,0,False,22,22,69880,55040,75359,0.155804
009,gpt-5-mini-2025-08-07,1.0,10,20,0,False,22,22,68071,54016,52017,0.10889814999999999
010,gpt-5-mini-2025-08-07,1.0,10,20,0,False,7,7,17260,11264,13442,0.0286646
011,gpt-5-mini-2025-08-07,1.0,10,20,0,True,2,2,3192,1792,1648,0.0036908
012,gpt-5-mini-2025-08-07,1.0,10,20,0,True,18,18,52316,39936,47754,0.09960139999999998
013,gpt-5-mini-2025-08-07,1.0,10,20,0,True,13,13,35614,28160,15045,0.0326575
014,gpt-5-mini-2025-08-07,1.0,10,20,0,True,2,2,3125,1792,740,0.00185805
015,gpt-5-mini-2025-08-07,1.0,10,20,0,False,22,22,67880,47360,92561,0.19143600000000002
016,gpt-5-mini-2025-08-07,1.0,10,20,0,False,22,22,61606,44288,50161,0.10575869999999998
017,gpt-5-mini-2025-08-07,1.0,10,20,0,True,2,2,3128,1792,1133,0.0026447999999999997
018,gpt-5-mini-2025-08-07,1.0,10,20,0,False,22,22,65625,50944,44057,0.09305785
019,gpt-5-mini-2025-08-07,1.0,10,20,0,False,22,22,66710,49152,43000,0.09161829999999999
020,gpt-5-mini-2025-08-07,1.0,10,20,0,False,16,16,46714,35328,25140,0.05400970000000001
021,gpt-5-mini-2025-08-07,1.0,10,20,0,False,22,22,64497,48896,28797,0.06271664999999998
022,gpt-5-mini-2025-08-07,1.0,10,20,0,False,22,22,67391,54528,36611,0.07780095
