budget_dollars,solved_problems
0.0,0
0.00185805,1
0.0026447999999999997,2
0.0036908,3
0.0041602,4
0.00490055,5
0.00522375,6
0.0052572999999999995,7
0.005706300000000001,8
0.0326575,9
0.0627461,10
0.09960139999999998,11
0.19143600000000002,11
