budget_dollars,solved_problems
0.0,0
0.00228775,1
0.002379,2
0.0040415,3
0.0051015,4
0.0058614999999999995,5
0.0061129999999999995,6
0.0062615,7
0.0064115,8
0.00836025,9
0.008892749999999998,10
0.010188999999999998,11
0.010812749999999998,12
0.01088675,13
0.03159175,14
0.042377,15
0.09342324999999999,16
0.12254525,17
0.17029074999999996,18
0.29385225000000004,19
0.452408,20
0.77146125,20
