stage,arm,stopping_allowance,n,solves,mean_solves_per_40,all_attempt_cost,all_attempt_cost_lower,all_attempt_cost_upper,invoice_exact,mean_cost_per_40,cost_per_solve,baseline,saving_vs_same_cap,saving_vs_same_cap_interval,solve_difference_vs_same_cap,saving_vs_ordinary_ten_cents,saving_vs_ordinary_ten_cents_interval,solve_difference_vs_ordinary_ten_cents,dominated_by_a_matched_nonace_budget,preparation_cost,cost_including_preparation_at_measured_n,cost_including_preparation_interval,break_even_problems_at_same_cap,problems_for_ten_percent_total_saving_at_same_cap
validation,A2,0.1,80,52,26.0,1.91452169,1.91452169,1.91452169,True,0.957260845,0.036817724807692305,A0,-0.09130532723509677,"[-0.09130532723509677, -0.09130532723509677]",-2.0,-0.09130532723509677,"[-0.09130532723509677, -0.09130532723509677]",-2.0,True,21.16027059,23.07479228,"[23.07479228, 23.07479228]",,
validation,B0,0.05,80,48,24.0,1.57059862,1.57059862,1.57059862,True,0.78529931,0.03272080458333333,B0,0.0,"[0.0, 0.0]",0.0,0.1568598961243608,"[0.1568598961243608, 0.1568598961243608]",-0.5,False,0.0,1.57059862,"[1.57059862, 1.57059862]",,
validation,B0,0.075,80,49,24.5,1.74625885,1.74625885,1.74625885,True,0.873129425,0.035637935714285716,B0,0.0,"[0.0, 0.0]",0.0,0.06256070173883488,"[0.06256070173883488, 0.06256070173883488]",0.0,False,0.0,1.74625885,"[1.74625885, 1.74625885]",,
validation,B0,0.09,80,49,24.5,1.83442501,1.83442501,1.83442501,True,0.917212505,0.037437245102040814,B0,0.0,"[0.0, 0.0]",0.0,0.015230706440153119,"[0.015230706440153119, 0.015230706440153119]",0.0,True,0.0,1.83442501,"[1.83442501, 1.83442501]",,
validation,B0,0.1,80,49,24.5,1.86279672,1.86279672,1.86279672,True,0.93139836,0.038016259591836736,B0,0.0,"[0.0, 0.0]",0.0,0.0,"[0.0, 0.0]",0.0,True,0.0,1.86279672,"[1.86279672, 1.86279672]",,
validation,B1,0.05,80,49,24.5,1.7880202399999998,1.7880202399999998,1.7880202399999998,True,0.8940101199999999,0.036490208979591834,B0,-0.13843232588603693,"[-0.13843232588603693, -0.13843232588603693]",0.5,0.04014205049706132,"[0.04014205049706132, 0.04014205049706132]",0.0,True,27.57797978,29.36600002,"[29.36600002, 29.36600002]",,
validation,B1,0.075,80,49,24.5,2.1062541599999998,2.1062541599999998,2.1062541599999998,True,1.0531270799999999,0.0429847787755102,B0,-0.20615231814000534,"[-0.20615231814000534, -0.20615231814000534]",0.0,-0.1306945827132442,"[-0.1306945827132442, -0.1306945827132442]",0.0,True,27.57797978,29.68423394,"[29.68423394, 29.68423394]",,
validation,B1,0.09,80,49,24.5,2.2512907099999997,2.2512907099999997,2.2512907099999997,True,1.1256453549999998,0.04594470836734693,B0,-0.2272459750208049,"[-0.2272459750208049, -0.2272459750208049]",0.0,-0.2085541518454035,"[-0.2085541518454035, -0.2085541518454035]",0.0,True,27.57797978,29.82927049,"[29.82927049, 29.82927049]",,
validation,B1,0.1,80,49,24.5,2.3974495399999998,2.3974495399999998,2.3974495399999998,True,1.1987247699999999,0.04892754163265306,B0,-0.287016191439289,"[-0.287016191439289, -0.287016191439289]",0.0,-0.287016191439289,"[-0.287016191439289, -0.287016191439289]",0.0,True,27.57797978,29.97542932,"[29.97542932, 29.97542932]",,
validation,B2,0.05,80,50,25.0,1.56853629,1.56853629,1.56853629,True,0.784268145,0.0313707258,B0,0.0013130853253900954,"[0.0013130853253900954, 0.0013130853253900954]",1.0,0.15796701102200783,"[0.15796701102200783, 0.15796701102200783]",0.5,False,44.71989878,46.28843507,"[46.28843507, 46.28843507]",1734733,
