campaign,stage,label,platform_errors,n,theorems,solves,coverage,cost,cost_per_solve,failed_cost,requests,auto_finished,missing_usage,max_cell_cost,input_cost,output_cost,large_context_requests
ace_adaptation_x-offline,train,step35_generator_{theorem},0,1,1,1,1.0,0.00225821,0.00225821,0,5,0,0,0.00225821,0.00144101,0.0008171999999999999,0
ace_adaptation_x-offline,train,step36_generator_{theorem},0,1,1,1,1.0,0.0018964499999999998,0.0018964499999999998,0,1,0,0,0.0018964499999999998,0.0018388499999999997,5.76e-05,0
ace_adaptation_x-offline,train,step37_generator_{theorem},0,1,1,1,1.0,0.02835881,0.02835881,0,17,0,0,0.02835881,0.01235801,0.0160008,0
ace_adaptation_x-offline,train,step38_generator_{theorem},0,1,1,1,1.0,0.0035188,0.0035188,0,2,1,0,0.0035188,0.0025828,0.0009359999999999999,0
ace_adaptation_x-offline,train,step39_generator_{theorem},0,1,1,0,0.0,0.04149194,,0.04149194,32,0,0,0.04149194,0.02599873999999999,0.015493199999999999,0
ace_adaptation_x-offline-e3,train,step00_generator_{theorem},0,1,1,1,1.0,0.0021611499999999997,0.0021611499999999997,0,6,0,0,0.0021611499999999997,0.00107515,0.001086,0
ace_adaptation_x-offline-e3,train,step01_generator_{theorem},0,1,1,0,0.0,0.05466592999999999,,0.05466592999999999,32,0,0,0.05466592999999999,0.027805130000000004,0.026860799999999997,0
ace_adaptation_x-offline-e3,train,step02_generator_{theorem},0,1,1,1,1.0,0.005409369999999999,0.005409369999999999,0,7,1,0,0.005409369999999999,0.0026313699999999996,0.002778,0
ace_adaptation_x-offline-e3,train,step03_generator_{theorem},0,1,1,1,1.0,0.0014067399999999996,0.0014067399999999996,0,2,0,0,0.0014067399999999996,0.0011439399999999998,0.0002628,0
ace_adaptation_x-offline-e3,train,step04_generator_{theorem},0,1,1,1,1.0,0.05036252,0.05036252,0,22,1,0,0.05036252,0.028821320000000004,0.0215412,0
ace_adaptation_x-offline-e3,train,step05_generator_{theorem},0,1,1,1,1.0,0.00318987,0.00318987,0,4,1,0,0.00318987,0.0018374699999999997,0.0013524,0
ace_adaptation_x-offline-e3,train,step06_generator_{theorem},0,1,1,1,1.0,0.0013135499999999997,0.0013135499999999997,0,1,1,0,0.0013135499999999997,0.0012103499999999998,0.0001032,0
ace_adaptation_x-offline-e3,train,step07_generator_{theorem},0,1,1,1,1.0,0.026119659999999992,0.026119659999999992,0,23,0,0,0.026119659999999992,0.012817659999999998,0.013302,0
ace_adaptation_x-offline-e3,train,step08_generator_{theorem},0,1,1,1,1.0,0.00128135,0.00128135,0,1,0,0,0.00128135,0.0011973499999999998,8.4e-05,0
ace_adaptation_x-offline-e3,train,step09_generator_{theorem},0,1,1,1,1.0,0.00538858,0.00538858,0,6,0,0,0.00538858,0.0025709799999999996,0.0028176,0
ace_adaptation_x-offline-e3,train,step100_generator_{theorem},0,1,1,1,1.0,0.031307789999999995,0.031307789999999995,0,17,0,0,0.031307789999999995,0.01246779,0.018839999999999996,0
ace_adaptation_x-offline-e3,train,step101_generator_{theorem},0,1,1,0,0.0,0.07362609,,0.07362609,32,0,0,0.07362609,0.038583690000000004,0.0350424,0
ace_adaptation_x-offline-e3,train,step102_generator_{theorem},0,1,1,1,1.0,0.015493819999999998,0.015493819999999998,0,13,1,0,0.015493819999999998,0.006361820000000001,0.009131999999999998,0
ace_adaptation_x-offline-e3,train,step103_generator_{theorem},0,1,1,1,1.0,0.00106192,0.00106192,0,1,0,0,0.00106192,0.00040432,0.0006575999999999999,0
ace_adaptation_x-offline-e3,train,step104_generator_{theorem},0,1,1,1,1.0,0.0042790499999999995,0.0042790499999999995,0,6,0,0,0.0042790499999999995,0.00227745,0.0020015999999999996,0
ace_adaptation_x-offline-e3,train,step105_generator_{theorem},0,1,1,0,0.0,0.08100014,,0.08100014,32,0,0,0.08100014,0.03667093999999999,0.0443292,0
ace_adaptation_x-offline-e3,train,step106_generator_{theorem},0,1,1,1,1.0,0.0036295700000000004,0.0036295700000000004,0,6,0,0,0.0036295700000000004,0.00164237,0.0019871999999999997,0
ace_adaptation_x-offline-e3,train,step107_generator_{theorem},0,1,1,1,1.0,0.01889956,0.01889956,0,13,0,0,0.01889956,0.007397559999999999,0.011501999999999998,0
ace_adaptation_x-offline-e3,train,step108_generator_{theorem},0,1,1,1,1.0,0.013346499999999999,0.013346499999999999,0,7,0,0,0.013346499999999999,0.0050881,0.008258399999999999,0
ace_adaptation_x-offline-e3,train,step109_generator_{theorem},0,1,1,1,1.0,0.0016664499999999999,0.0016664499999999999,0,2,0,0,0.0016664499999999999,0.00070165,0.0009647999999999999,0
ace_adaptation_x-offline-e3,train,step10_generator_{theorem},0,1,1,1,1.0,0.016941679999999997,0.016941679999999997,0,14,0,0,0.016941679999999997,0.00749888,0.009442800000000001,0
ace_adaptation_x-offline-e3,train,step110_generator_{theorem},0,1,1,1,1.0,0.00111792,0.00111792,0,2,0,0,0.00111792,0.00074832,0.0003696,0
ace_adaptation_x-offline-e3,train,step111_generator_{theorem},0,1,1,1,1.0,0.00048481999999999996,0.00048481999999999996,0,1,1,0,0.00048481999999999996,0.00043682,4.8e-05,0
ace_adaptation_x-offline-e3,train,step112_generator_{theorem},0,1,1,0,0.0,0.052208729999999995,,0.052208729999999995,32,0,0,0.052208729999999995,0.02453793,0.027670800000000002,0
ace_adaptation_x-offline-e3,train,step113_generator_{theorem},0,1,1,1,1.0,0.0020157499999999997,0.0020157499999999997,0,5,0,0,0.0020157499999999997,0.0012645500000000001,0.0007512,0
ace_adaptation_x-offline-e3,train,step114_generator_{theorem},0,1,1,1,1.0,0.00432793,0.00432793,0,3,0,0,0.00432793,0.00235873,0.0019692,0
ace_adaptation_x-offline-e3,train,step115_generator_{theorem},0,1,1,1,1.0,0.005385029999999999,0.005385029999999999,0,9,0,0,0.005385029999999999,0.0029262299999999993,0.0024587999999999997,0
ace_adaptation_x-offline-e3,train,step116_generator_{theorem},0,1,1,0,0.0,0.029861350000000002,,0.029861350000000002,32,0,0,0.029861350000000002,0.019739350000000003,0.010121999999999999,0
ace_adaptation_x-offline-e3,train,step117_generator_{theorem},0,1,1,1,1.0,0.00060642,0.00060642,0,1,0,0,0.00060642,0.00043482,0.0001716,0
ace_adaptation_x-offline-e3,train,step118_generator_{theorem},0,1,1,1,1.0,0.01405758,0.01405758,0,12,1,0,0.01405758,0.005573579999999999,0.008483999999999998,0
ace_adaptation_x-offline-e3,train,step119_generator_{theorem},0,1,1,1,1.0,0.026798029999999997,0.026798029999999997,0,18,0,0,0.026798029999999997,0.01199003,0.014808,0
ace_adaptation_x-offline-e3,train,step11_generator_{theorem},0,1,1,1,1.0,0.00257926,0.00257926,0,3,0,0,0.00257926,0.0017656599999999998,0.0008136,0
ace_adaptation_x-offline-e3,train,step12_generator_{theorem},0,1,1,1,1.0,0.0014217499999999998,0.0014217499999999998,0,1,1,0,0.0014217499999999998,0.0013773499999999998,4.4399999999999995e-05,0
ace_adaptation_x-offline-e3,train,step13_generator_{theorem},0,1,1,1,1.0,0.0006946599999999999,0.0006946599999999999,0,1,0,0,0.0006946599999999999,0.00039946,0.00029519999999999997,0
ace_adaptation_x-offline-e3,train,step14_generator_{theorem},0,1,1,0,0.0,0.03016375,,0.03016375,32,0,0,0.03016375,0.02006335,0.010100399999999999,0
ace_adaptation_x-offline-e3,train,step15_generator_{theorem},0,1,1,1,1.0,0.0018605499999999999,0.0018605499999999999,0,1,0,0,0.0018605499999999999,0.0014933499999999998,0.0003672,0
ace_adaptation_x-offline-e3,train,step16_generator_{theorem},0,1,1,1,1.0,0.0017426499999999999,0.0017426499999999999,0,1,0,0,0.0017426499999999999,0.0014558499999999999,0.0002868,0
ace_adaptation_x-offline-e3,train,step17_generator_{theorem},0,1,1,1,1.0,0.05126006,0.05126006,0,28,0,0,0.05126006,0.02359046,0.0276696,0
ace_adaptation_x-offline-e3,train,step18_generator_{theorem},0,1,1,1,1.0,0.04791228,0.04791228,0,21,0,0,0.04791228,0.020680680000000003,0.0272316,0
ace_adaptation_x-offline-e3,train,step19_generator_{theorem},0,1,1,1,1.0,0.025874799999999996,0.025874799999999996,0,13,0,0,0.025874799999999996,0.0114664,0.014408400000000002,0
ace_adaptation_x-offline-e3,train,step20_generator_{theorem},0,1,1,0,0.0,0.035902859999999995,,0.035902859999999995,32,0,0,0.035902859999999995,0.022762859999999996,0.013139999999999994,0
ace_adaptation_x-offline-e3,train,step21_generator_{theorem},0,1,1,0,0.0,0.03675709999999999,,0.03675709999999999,32,0,0,0.03675709999999999,0.018722299999999997,0.018034799999999997,0
ace_adaptation_x-offline-e3,train,step22_generator_{theorem},0,1,1,1,1.0,0.04524542999999999,0.04524542999999999,0,22,0,0,0.04524542999999999,0.01727223,0.027973199999999997,0
ace_adaptation_x-offline-e3,train,step23_generator_{theorem},0,1,1,1,1.0,0.00949441,0.00949441,0,3,0,0,0.00949441,0.00357721,0.0059172,0
ace_adaptation_x-offline-e3,train,step24_generator_{theorem},0,1,1,0,0.0,0.07904259,,0.07904259,32,0,0,0.07904259,0.04196619,0.037076399999999995,0
ace_adaptation_x-offline-e3,train,step25_generator_{theorem},0,1,1,1,1.0,0.02288645,0.02288645,0,14,0,0,0.02288645,0.016212050000000002,0.0066744000000000005,0
ace_adaptation_x-offline-e3,train,step26_generator_{theorem},0,1,1,1,1.0,0.006794,0.006794,0,5,0,0,0.006794,0.0034868,0.0033071999999999997,0
ace_adaptation_x-offline-e3,train,step27_generator_{theorem},0,1,1,1,1.0,0.0036344899999999993,0.0036344899999999993,0,3,0,0,0.0036344899999999993,0.0023264899999999996,0.001308,0
ace_adaptation_x-offline-e3,train,step28_generator_{theorem},0,1,1,0,0.0,0.07630839,,0.07630839,32,0,0,0.07630839,0.04884279000000001,0.027465600000000003,0
ace_adaptation_x-offline-e3,train,step29_generator_{theorem},0,1,1,1,1.0,0.06056715999999998,0.06056715999999998,0,31,1,0,0.06056715999999998,0.026668360000000002,0.0338988,0
ace_adaptation_x-offline-e3,train,step30_generator_{theorem},0,1,1,1,1.0,0.0020434499999999996,0.0020434499999999996,0,1,0,0,0.0020434499999999996,0.0018178499999999998,0.00022559999999999998,0
ace_adaptation_x-offline-e3,train,step31_generator_{theorem},0,1,1,1,1.0,0.04763148999999999,0.04763148999999999,0,24,0,0,0.04763148999999999,0.029639890000000006,0.017991599999999996,0
ace_adaptation_x-offline-e3,train,step32_generator_{theorem},0,1,1,1,1.0,0.00640037,0.00640037,0,8,0,0,0.00640037,0.003969169999999999,0.0024311999999999997,0
ace_adaptation_x-offline-e3,train,step33_generator_{theorem},0,1,1,1,1.0,0.0195394,0.0195394,0,12,1,0,0.0195394,0.014570199999999998,0.0049692,0
ace_adaptation_x-offline-e3,train,step34_generator_{theorem},0,1,1,0,0.0,0.07927887000000002,,0.07927887000000002,32,0,0,0.07927887000000002,0.038273669999999996,0.041005200000000006,0
ace_adaptation_x-offline-e3,train,step35_generator_{theorem},0,1,1,1,1.0,0.004464739999999999,0.004464739999999999,0,8,0,0,0.004464739999999999,0.0023347399999999996,0.00213,0
ace_adaptation_x-offline-e3,train,step36_generator_{theorem},0,1,1,1,1.0,0.00046014,0.00046014,0,1,0,0,0.00046014,0.00040014,5.9999999999999995e-05,0
ace_adaptation_x-offline-e3,train,step37_generator_{theorem},0,1,1,1,1.0,0.01457928,0.01457928,0,10,0,0,0.01457928,0.00599928,0.008579999999999999,0
ace_adaptation_x-offline-e3,train,step38_generator_{theorem},0,1,1,1,1.0,0.004138869999999999,0.004138869999999999,0,5,1,0,0.004138869999999999,0.0017868699999999999,0.002352,0
ace_adaptation_x-offline-e3,train,step39_generator_{theorem},0,1,1,0,0.0,0.03854563,,0.03854563,32,0,0,0.03854563,0.023162829999999995,0.015382799999999997,0
ace_adaptation_x-offline-e3,train,step40_generator_{theorem},0,1,1,1,1.0,0.0022456999999999998,0.0022456999999999998,0,1,0,0,0.0022456999999999998,0.0017980999999999997,0.0004476,0
ace_adaptation_x-offline-e3,train,step41_generator_{theorem},0,1,1,1,1.0,0.0005872200000000001,0.0005872200000000001,0,1,0,0,0.0005872200000000001,0.00040482,0.0001824,0
ace_adaptation_x-offline-e3,train,step42_generator_{theorem},0,1,1,1,1.0,0.0162868,0.0162868,0,11,0,0,0.0162868,0.0071764,0.0091104,0
ace_adaptation_x-offline-e3,train,step43_generator_{theorem},0,1,1,1,1.0,0.01313767,0.01313767,0,6,0,0,0.01313767,0.00509647,0.0080412,0
ace_adaptation_x-offline-e3,train,step44_generator_{theorem},0,1,1,0,0.0,0.038257700000000006,,0.038257700000000006,32,0,0,0.038257700000000006,0.026807299999999996,0.011450400000000001,0
ace_adaptation_x-offline-e3,train,step45_generator_{theorem},0,1,1,0,0.0,0.08098306,,0.08098306,32,0,0,0.08098306,0.053132259999999994,0.027850800000000002,0
ace_adaptation_x-offline-e3,train,step46_generator_{theorem},0,1,1,1,1.0,0.0005400299999999999,0.0005400299999999999,0,1,1,0,0.0005400299999999999,0.00047523,6.48e-05,0
ace_adaptation_x-offline-e3,train,step47_generator_{theorem},0,1,1,1,1.0,0.00061008,0.00061008,0,1,0,0,0.00061008,0.00043848,0.0001716,0
ace_adaptation_x-offline-e3,train,step48_generator_{theorem},0,1,1,1,1.0,0.00238225,0.00238225,0,3,1,0,0.00238225,0.0010094499999999998,0.0013728,0
ace_adaptation_x-offline-e3,train,step49_generator_{theorem},0,1,1,0,0.0,0.06789151999999998,,0.06789151999999998,32,0,0,0.06789151999999998,0.03471992,0.033171599999999996,0
ace_adaptation_x-offline-e3,train,step50_generator_{theorem},0,1,1,1,1.0,0.0027871099999999998,0.0027871099999999998,0,2,0,0,0.0027871099999999998,0.00084311,0.001944,0
ace_adaptation_x-offline-e3,train,step51_generator_{theorem},0,1,1,1,1.0,0.00235719,0.00235719,0,3,0,0,0.00235719,0.00086679,0.0014904,0
ace_adaptation_x-offline-e3,train,step52_generator_{theorem},0,1,1,1,1.0,0.027678099999999994,0.027678099999999994,0,14,1,0,0.027678099999999994,0.0144901,0.013187999999999998,0
ace_adaptation_x-offline-e3,train,step53_generator_{theorem},0,1,1,0,0.0,0.08088559999999999,,0.08088559999999999,32,0,0,0.08088559999999999,0.03579920000000001,0.045086400000000006,0
ace_adaptation_x-offline-e3,train,step54_generator_{theorem},0,1,1,1,1.0,0.00156884,0.00156884,0,3,0,0,0.00156884,0.0008704399999999999,0.0006984,0
ace_adaptation_x-offline-e3,train,step55_generator_{theorem},0,1,1,1,1.0,0.009747750000000001,0.009747750000000001,0,4,0,0,0.009747750000000001,0.00281055,0.006937199999999999,0
ace_adaptation_x-offline-e3,train,step56_generator_{theorem},0,1,1,1,1.0,0.004821819999999999,0.004821819999999999,0,5,0,0,0.004821819999999999,0.0018938199999999998,0.002928,0
ace_adaptation_x-offline-e3,train,step57_generator_{theorem},0,1,1,1,1.0,0.00049208,0.00049208,0,1,1,0,0.00049208,0.00044048,5.16e-05,0
ace_adaptation_x-offline-e3,train,step58_generator_{theorem},0,1,1,1,1.0,0.00655251,0.00655251,0,8,0,0,0.00655251,0.0028637099999999998,0.0036888,0
ace_adaptation_x-offline-e3,train,step59_generator_{theorem},0,1,1,1,1.0,0.00464186,0.00464186,0,7,0,0,0.00464186,0.00218666,0.0024552,0
ace_adaptation_x-offline-e3,train,step60_generator_{theorem},0,1,1,1,1.0,0.0019708,0.0019708,0,1,0,0,0.0019708,0.0018256,0.0001452,0
ace_adaptation_x-offline-e3,train,step61_generator_{theorem},0,1,1,0,0.0,0.03075431,,0.03075431,32,0,0,0.03075431,0.01816031,0.012593999999999996,0
ace_adaptation_x-offline-e3,train,step62_generator_{theorem},0,1,1,0,0.0,0.03781655999999999,,0.03781655999999999,32,0,0,0.03781655999999999,0.02233536,0.015481199999999997,0
ace_adaptation_x-offline-e3,train,step63_generator_{theorem},0,1,1,1,1.0,0.04199839999999999,0.04199839999999999,0,22,0,0,0.04199839999999999,0.029845999999999998,0.012152399999999999,0
ace_adaptation_x-offline-e3,train,step64_generator_{theorem},0,1,1,1,1.0,0.00192375,0.00192375,0,1,0,0,0.00192375,0.0018253499999999999,9.839999999999999e-05,0
ace_adaptation_x-offline-e3,train,step65_generator_{theorem},0,1,1,1,1.0,0.03573764,0.03573764,0,21,0,0,0.03573764,0.015302839999999998,0.020434799999999996,0
ace_adaptation_x-offline-e3,train,step66_generator_{theorem},0,1,1,1,1.0,0.00366924,0.00366924,0,5,1,0,0.00366924,0.00154404,0.0021252,0
ace_adaptation_x-offline-e3,train,step67_generator_{theorem},0,1,1,1,1.0,0.01478896,0.01478896,0,9,0,0,0.01478896,0.005668960000000001,0.00912,0
ace_adaptation_x-offline-e3,train,step68_generator_{theorem},0,1,1,1,1.0,0.01841033,0.01841033,0,15,0,0,0.01841033,0.00847553,0.0099348,0
ace_adaptation_x-offline-e3,train,step69_generator_{theorem},0,1,1,1,1.0,0.012795079999999999,0.012795079999999999,0,9,0,0,0.012795079999999999,0.00916868,0.0036263999999999997,0
ace_adaptation_x-offline-e3,train,step70_generator_{theorem},0,1,1,1,1.0,0.0004562,0.0004562,0,1,0,0,0.0004562,0.00039979999999999996,5.6399999999999995e-05,0
ace_adaptation_x-offline-e3,train,step71_generator_{theorem},0,1,1,1,1.0,0.00970949,0.00970949,0,7,0,0,0.00970949,0.00476069,0.0049488,0
ace_adaptation_x-offline-e3,train,step72_generator_{theorem},0,1,1,1,1.0,0.0015272799999999998,0.0015272799999999998,0,2,0,0,0.0015272799999999998,0.0008072800000000001,0.0007199999999999999,0
ace_adaptation_x-offline-e3,train,step73_generator_{theorem},0,1,1,1,1.0,0.00585839,0.00585839,0,3,0,0,0.00585839,0.00194639,0.003912,0
ace_adaptation_x-offline-e3,train,step74_generator_{theorem},0,1,1,0,0.0,0.1251279,,0.1251279,31,0,0,0.1251279,0.0887895,0.036338399999999986,0
ace_adaptation_x-offline-e3,train,step75_generator_{theorem},0,1,1,1,1.0,0.00195225,0.00195225,0,4,0,0,0.00195225,0.00114945,0.0008028,0
ace_adaptation_x-offline-e3,train,step76_generator_{theorem},0,1,1,0,0.0,0.07727178999999999,,0.07727178999999999,32,0,0,0.07727178999999999,0.03861378999999999,0.03865799999999999,0
ace_adaptation_x-offline-e3,train,step77_generator_{theorem},0,1,1,0,0.0,0.06896924,,0.06896924,32,0,0,0.06896924,0.034050439999999994,0.0349188,0
ace_adaptation_x-offline-e3,train,step78_generator_{theorem},0,1,1,1,1.0,0.0009576,0.0009576,0,1,0,0,0.0009576,0.00043079999999999995,0.0005268,0
ace_adaptation_x-offline-e3,train,step79_generator_{theorem},0,1,1,1,1.0,0.037428369999999996,0.037428369999999996,0,16,0,0,0.037428369999999996,0.01746397,0.019964399999999997,0
ace_adaptation_x-offline-e3,train,step80_generator_{theorem},0,1,1,1,1.0,0.0024466699999999997,0.0024466699999999997,0,2,0,0,0.0024466699999999997,0.00207107,0.00037559999999999997,0
ace_adaptation_x-offline-e3,train,step81_generator_{theorem},0,1,1,0,0.0,0.055688049999999996,,0.055688049999999996,32,0,0,0.055688049999999996,0.028799650000000003,0.0268884,0
ace_adaptation_x-offline-e3,train,step82_generator_{theorem},0,1,1,1,1.0,0.0008937399999999999,0.0008937399999999999,0,1,0,0,0.0008937399999999999,0.00042933999999999995,0.00046439999999999996,0
ace_adaptation_x-offline-e3,train,step83_generator_{theorem},0,1,1,1,1.0,0.00054019,0.00054019,0,1,0,0,0.00054019,0.00041659,0.0001236,0
ace_adaptation_x-offline-e3,train,step84_generator_{theorem},0,1,1,0,0.0,0.06957707,,0.06957707,32,0,0,0.06957707,0.028765069999999997,0.040812000000000015,0
ace_adaptation_x-offline-e3,train,step85_generator_{theorem},0,1,1,1,1.0,0.0085388,0.0085388,0,9,1,0,0.0085388,0.004112,0.0044268,0
ace_adaptation_x-offline-e3,train,step86_generator_{theorem},0,1,1,1,1.0,0.0013860799999999998,0.0013860799999999998,0,3,1,0,0.0013860799999999998,0.0008892799999999999,0.0004967999999999999,0
ace_adaptation_x-offline-e3,train,step87_generator_{theorem},0,1,1,1,1.0,0.01240227,0.01240227,0,10,0,0,0.01240227,0.00471507,0.0076872,0
ace_adaptation_x-offline-e3,train,step88_generator_{theorem},0,1,1,1,1.0,0.00092981,0.00092981,0,2,0,0,0.00092981,0.00066101,0.0002688,0
ace_adaptation_x-offline-e3,train,step89_generator_{theorem},0,1,1,1,1.0,0.051753919999999995,0.051753919999999995,0,21,0,0,0.051753919999999995,0.020377519999999996,0.0313764,0
ace_adaptation_x-offline-e3,train,step90_generator_{theorem},0,1,1,1,1.0,0.012265210000000002,0.012265210000000002,0,12,0,0,0.012265210000000002,0.0063420099999999995,0.0059232,0
ace_adaptation_x-offline-e3,train,step91_generator_{theorem},0,1,1,1,1.0,0.00045205999999999995,0.00045205999999999995,0,1,0,0,0.00045205999999999995,0.00039685999999999996,5.52e-05,0
ace_adaptation_x-offline-e3,train,step92_generator_{theorem},0,1,1,1,1.0,0.00803341,0.00803341,0,7,0,0,0.00803341,0.0035502100000000003,0.0044832,0
ace_adaptation_x-offline-e3,train,step93_generator_{theorem},0,1,1,1,1.0,0.01810818,0.01810818,0,14,0,0,0.01810818,0.00728058,0.0108276,0
ace_adaptation_x-offline-e3,train,step94_generator_{theorem},0,1,1,1,1.0,0.00370391,0.00370391,0,4,0,0,0.00370391,0.00158831,0.0021156,0
ace_adaptation_x-offline-e3,train,step95_generator_{theorem},0,1,1,1,1.0,0.00052711,0.00052711,0,1,1,0,0.00052711,0.00047311,5.4e-05,0
ace_adaptation_x-offline-e3,train,step96_generator_{theorem},0,1,1,1,1.0,0.02766954,0.02766954,0,18,0,0,0.02766954,0.011175540000000001,0.016493999999999998,0
ace_adaptation_x-offline-e3,train,step97_generator_{theorem},0,1,1,0,0.0,0.028571070000000004,,0.028571070000000004,32,0,0,0.028571070000000004,0.020516670000000004,0.008054399999999998,0
ace_adaptation_x-offline-e3,train,step98_generator_{theorem},0,1,1,1,1.0,0.0173261,0.0173261,0,14,0,0,0.0173261,0.007430899999999999,0.009895199999999998,0
ace_adaptation_x-offline-e3,train,step99_generator_{theorem},0,1,1,1,1.0,0.00044956,0.00044956,0,1,0,0,0.00044956,0.00038836000000000003,6.12e-05,0
ace_adaptation_x3-gate-b1,train,step00_generator_{theorem},0,1,1,1,1.0,0.00258657,0.00258657,0,5,0,0,0.00258657,0.0010169699999999999,0.0015696,0
ace_adaptation_x3-gate-b1,train,step01_generator_{theorem},0,1,1,0,0.0,0.06244699000000001,,0.06244699000000001,32,0,0,0.06244699000000001,0.02823619,0.03421079999999999,0
ace_adaptation_x3-gate-b1,train,step02_generator_{theorem},0,1,1,1,1.0,0.0028863299999999995,0.0028863299999999995,0,3,0,0,0.0028863299999999995,0.0015123299999999999,0.0013739999999999998,0
ace_adaptation_x3-gate-b1,train,step03_generator_{theorem},0,1,1,1,1.0,0.00376615,0.00376615,0,1,0,0,0.00376615,0.0010313499999999999,0.0027348,0
ace_adaptation_x3-gate-b1,train,step04_generator_{theorem},0,1,1,1,1.0,0.011271259999999998,0.011271259999999998,0,10,1,0,0.011271259999999998,0.0044624600000000006,0.006808799999999999,0
ace_adaptation_x3-gate-b1,train,step05_generator_{theorem},0,1,1,1,1.0,0.00341484,0.00341484,0,9,1,0,0.00341484,0.00229524,0.0011196000000000001,0
ace_adaptation_x3-gate-b1,train,step06_generator_{theorem},0,1,1,1,1.0,0.0013111999999999998,0.0013111999999999998,0,1,1,0,0.0013111999999999998,0.0011635999999999999,0.00014759999999999998,0
ace_adaptation_x3-gate-b1,train,step07_generator_{theorem},0,1,1,1,1.0,0.030055699999999998,0.030055699999999998,0,21,1,0,0.030055699999999998,0.013920499999999999,0.0161352,0
ace_adaptation_x3-gate-b1,train,step08_generator_{theorem},0,1,1,1,1.0,0.0013217499999999998,0.0013217499999999998,0,1,0,0,0.0013217499999999998,0.0011453499999999998,0.0001764,0
ace_adaptation_x3-gate-b1,train,step09_generator_{theorem},0,1,1,1,1.0,0.0017464999999999998,0.0017464999999999998,0,1,1,0,0.0017464999999999998,0.0011920999999999998,0.0005543999999999999,0
ace_adaptation_x3-gate-b1,train,step10_generator_{theorem},0,1,1,1,1.0,0.01236334,0.01236334,0,10,1,0,0.01236334,0.005372139999999999,0.0069911999999999995,0
ace_adaptation_x3-gate-b1,train,step11_generator_{theorem},0,1,1,1,1.0,0.0029515399999999995,0.0029515399999999995,0,4,0,0,0.0029515399999999995,0.00188714,0.0010643999999999999,0
ace_adaptation_x3-gate-b1,train,step12_generator_{theorem},0,1,1,1,1.0,0.0015381999999999998,0.0015381999999999998,0,1,0,0,0.0015381999999999998,0.0012885999999999998,0.0002496,0
ace_adaptation_x3-gate-b1,train,step13_generator_{theorem},0,1,1,1,1.0,0.00068966,0.00068966,0,1,0,0,0.00068966,0.00039926,0.0002904,0
ace_adaptation_x3-mono,train,step00_generator_{theorem},0,1,1,1,1.0,0.00484216,0.00484216,0,7,0,0,0.00484216,0.00215176,0.0026904,0
ace_adaptation_x3-mono,train,step01_generator_{theorem},0,1,1,0,0.0,0.048734179999999995,,0.048734179999999995,32,0,0,0.048734179999999995,0.023092579999999998,0.0256416,0
ace_adaptation_x3-mono,train,step02_generator_{theorem},0,1,1,1,1.0,0.004308449999999999,0.004308449999999999,0,4,0,0,0.004308449999999999,0.00217845,0.00213,0
ace_adaptation_x3-mono,train,step03_generator_{theorem},0,1,1,1,1.0,0.00052414,0.00052414,0,1,0,0,0.00052414,0.00035853999999999997,0.0001656,0
ace_adaptation_x3-mono,train,step04_generator_{theorem},0,1,1,0,0.0,0.11712933999999997,,0.11712933999999997,26,0,0,0.11712933999999997,0.08683774000000001,0.030291599999999995,0
ace_adaptation_x3-mono,train,step05_generator_{theorem},0,1,1,1,1.0,0.00323603,0.00323603,0,6,1,0,0.00323603,0.00213563,0.0011004,0
ace_adaptation_x3-mono,train,step06_generator_{theorem},0,1,1,1,1.0,0.0020313899999999997,0.0020313899999999997,0,2,1,0,0.0020313899999999997,0.0015561899999999998,0.00047519999999999995,0
ace_adaptation_x3-mono,train,step07_generator_{theorem},0,1,1,1,1.0,0.017045559999999998,0.017045559999999998,0,17,0,0,0.017045559999999998,0.007965159999999999,0.009080400000000002,0
ace_adaptation_x3-mono,train,step08_generator_{theorem},0,1,1,1,1.0,0.00046367999999999995,0.00046367999999999995,0,1,0,0,0.00046367999999999995,0.00035568,0.000108,0
ace_adaptation_x3-mono,train,step09_generator_{theorem},0,1,1,1,1.0,0.00458852,0.00458852,0,3,1,0,0.00458852,0.00241532,0.0021731999999999997,0
ace_adaptation_x3-mono,train,step10_generator_{theorem},0,1,1,1,1.0,0.01178402,0.01178402,0,8,1,0,0.01178402,0.0045660200000000005,0.007218,0
ace_adaptation_x3-mono,train,step11_generator_{theorem},0,1,1,1,1.0,0.0111297,0.0111297,0,11,0,0,0.0111297,0.004785299999999999,0.0063444,0
ace_adaptation_x3-mono,train,step12_generator_{theorem},0,1,1,1,1.0,0.0005210799999999999,0.0005210799999999999,0,1,1,0,0.0005210799999999999,0.00011188,0.00040919999999999997,0
ace_adaptation_x3-mono,train,step13_generator_{theorem},0,1,1,1,1.0,0.0006631,0.0006631,0,1,0,0,0.0006631,0.0004075,0.0002556,0
ace_adaptation_x3-mono,train,step14_generator_{theorem},0,1,1,0,0.0,0.02383651000000001,,0.02383651000000001,32,0,0,0.02383651000000001,0.01565131,0.008185199999999998,0
ace_adaptation_x3-mono,train,step15_generator_{theorem},0,1,1,1,1.0,0.0018497499999999998,0.0018497499999999998,0,1,0,0,0.0018497499999999998,0.0015113499999999998,0.0003384,0
