budget_dollars,solved_problems
0.0,0
0.00227655,1
0.0043853,2
0.0051013,3
0.005114049999999999,4
0.005915299999999999,5
0.007806799999999999,6
0.00860955,7
0.0124228,8
0.02154155,9
0.022191799999999998,10
0.03735325,11
0.05261855,12
0.1012876,13
0.12594065000000002,14
0.17588910000000002,15
0.21857574999999999,15
