stage,arm,theorem,seed,success,qualified,platform_failed,cost,cost_per_cell_uncached,requests,book_exposures,result,trace_file
validation,v2,induction_prod1p1onk3le3m1onn,0,False,False,False,0.03808346,0.07706299999999999,21,21,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__induction_prod1p1onk3le3m1onn__seed0/result.yaml,analysis/traces/validation_v2_induction_prod1p1onk3le3m1onn_0.json
validation,v2,algebra_others_exirrpowirrrat,0,False,False,False,0.03675184,0.1050064,31,31,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__algebra_others_exirrpowirrrat__seed0/result.yaml,analysis/traces/validation_v2_algebra_others_exirrpowirrrat_0.json
validation,v2,mathd_algebra_190,0,True,True,False,0.00024748,0.0013354,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_190__seed0/result.yaml,analysis/traces/validation_v2_mathd_algebra_190_0.json
validation,v2,mathd_numbertheory_284,0,True,True,False,0.00049266,0.0013698,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_284__seed0/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_284_0.json
validation,v2,imo_1964_p2,0,True,True,False,0.031096699999999998,0.0497204,13,13,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__imo_1964_p2__seed0/result.yaml,analysis/traces/validation_v2_imo_1964_p2_0.json
validation,v2,aime_1984_p7,0,False,False,False,0.03741778,0.048293199999999994,11,11,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__aime_1984_p7__seed0/result.yaml,analysis/traces/validation_v2_aime_1984_p7_0.json
validation,v2,amc12a_2013_p8,0,True,True,False,0.00802514,0.0171668,8,8,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12a_2013_p8__seed0/result.yaml,analysis/traces/validation_v2_amc12a_2013_p8_0.json
validation,v2,mathd_algebra_214,0,True,True,False,0.00031479999999999995,0.0014254,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_214__seed0/result.yaml,analysis/traces/validation_v2_mathd_algebra_214_0.json
validation,v2,mathd_numbertheory_303,0,False,False,False,0.03832704,0.1071288,33,33,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_303__seed0/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_303_0.json
validation,v2,imo_1969_p2,0,False,False,False,0.03981613999999999,0.0768128,20,20,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__imo_1969_p2__seed0/result.yaml,analysis/traces/validation_v2_imo_1969_p2_0.json
validation,v2,aime_1989_p8,0,True,True,False,0.00030802,0.0015087999999999998,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__aime_1989_p8__seed0/result.yaml,analysis/traces/validation_v2_aime_1989_p8_0.json
validation,v2,amc12a_2016_p3,0,True,True,False,0.00547166,0.009972199999999999,4,4,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12a_2016_p3__seed0/result.yaml,analysis/traces/validation_v2_amc12a_2016_p3_0.json
validation,v2,mathd_algebra_234,0,True,True,False,0.00052246,0.0013996,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_234__seed0/result.yaml,analysis/traces/validation_v2_mathd_algebra_234_0.json
validation,v2,mathd_numbertheory_33,0,True,True,False,0.0007478599999999999,0.001625,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_33__seed0/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_33_0.json
validation,v2,imo_1981_p6,0,True,True,False,0.008166199999999998,0.0128192,5,5,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__imo_1981_p6__seed0/result.yaml,analysis/traces/validation_v2_imo_1981_p6_0.json
validation,v2,aime_1991_p9,0,False,False,False,0.0427083,0.0751416,24,24,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__aime_1991_p9__seed0/result.yaml,analysis/traces/validation_v2_aime_1991_p9_0.json
validation,v2,amc12a_2019_p21,0,False,False,False,0.024798859999999995,0.1238948,38,38,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12a_2019_p21__seed0/result.yaml,analysis/traces/validation_v2_amc12a_2019_p21_0.json
validation,v2,mathd_algebra_251,0,True,True,False,0.00191194,0.0038805999999999997,2,2,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_251__seed0/result.yaml,analysis/traces/validation_v2_mathd_algebra_251_0.json
validation,v2,mathd_numbertheory_37,0,False,False,False,0.03623244,0.068694,25,25,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_37__seed0/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_37_0.json
validation,v2,imo_1984_p6,0,False,False,False,0.041111879999999996,0.086865,23,23,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__imo_1984_p6__seed0/result.yaml,analysis/traces/validation_v2_imo_1984_p6_0.json
validation,v2,amc12a_2020_p21,0,False,False,False,0.032389600000000004,0.0666652,19,19,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12a_2020_p21__seed0/result.yaml,analysis/traces/validation_v2_amc12a_2020_p21_0.json
validation,v2,mathd_algebra_282,0,False,False,False,0.031171840000000003,0.1573954,38,38,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_282__seed0/result.yaml,analysis/traces/validation_v2_mathd_algebra_282_0.json
validation,v2,mathd_numbertheory_405,0,False,False,False,0.040318419999999994,0.057756999999999996,14,14,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_405__seed0/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_405_0.json
validation,v2,amc12b_2002_p3,0,True,True,False,0.0081026,0.0234836,9,9,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12b_2002_p3__seed0/result.yaml,analysis/traces/validation_v2_amc12b_2002_p3_0.json
validation,v2,mathd_algebra_327,0,True,True,False,0.0014854999999999998,0.0047894,3,3,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_327__seed0/result.yaml,analysis/traces/validation_v2_mathd_algebra_327_0.json
validation,v2,mathd_numbertheory_43,0,False,False,False,0.03728252,0.0778574,24,24,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_43__seed0/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_43_0.json
validation,v2,amc12b_2003_p6,0,True,True,False,0.02987572,0.0622552,21,21,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12b_2003_p6__seed0/result.yaml,analysis/traces/validation_v2_amc12b_2003_p6_0.json
validation,v2,mathd_algebra_393,0,True,True,False,0.012206439999999999,0.028395999999999998,12,12,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_393__seed0/result.yaml,analysis/traces/validation_v2_mathd_algebra_393_0.json
validation,v2,mathd_numbertheory_461,0,True,True,False,0.00066406,0.0015412,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_461__seed0/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_461_0.json
validation,v2,amc12b_2020_p5,0,True,True,False,0.00027434,0.0014095999999999998,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12b_2020_p5__seed0/result.yaml,analysis/traces/validation_v2_amc12b_2020_p5_0.json
validation,v2,mathd_algebra_421,0,True,True,False,0.0021648,0.005064599999999999,3,3,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_421__seed0/result.yaml,analysis/traces/validation_v2_mathd_algebra_421_0.json
validation,v2,mathd_numbertheory_530,0,False,False,False,0.0375126,0.0875256,25,25,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_530__seed0/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_530_0.json
validation,v2,amc12_2000_p12,0,True,True,False,0.03479025999999999,0.0671944,21,21,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12_2000_p12__seed0/result.yaml,analysis/traces/validation_v2_amc12_2000_p12_0.json
validation,v2,mathd_algebra_433,0,True,True,False,0.00235882,0.0076473999999999995,5,5,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_433__seed0/result.yaml,analysis/traces/validation_v2_mathd_algebra_433_0.json
validation,v2,mathd_numbertheory_64,0,True,True,False,0.003943,0.012282399999999999,7,7,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_64__seed0/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_64_0.json
validation,v2,amc12_2001_p21,0,False,False,False,0.02212704,0.040131,15,15,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12_2001_p21__seed0/result.yaml,analysis/traces/validation_v2_amc12_2001_p21_0.json
validation,v2,amc12a_2002_p6,0,True,True,False,0.00032786,0.0014264,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12a_2002_p6__seed0/result.yaml,analysis/traces/validation_v2_amc12a_2002_p6_0.json
validation,v2,imo_1960_p2,1,True,True,False,0.00576988,0.0115666,5,5,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__imo_1960_p2__seed1/result.yaml,analysis/traces/validation_v2_imo_1960_p2_1.json
validation,v2,aime_1991_p6,1,False,False,False,0.04160134,0.0733294,17,17,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__aime_1991_p6__seed1/result.yaml,analysis/traces/validation_v2_aime_1991_p6_1.json
validation,v2,amc12a_2008_p4,1,False,False,False,0.039334879999999996,0.06225499999999999,21,21,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12a_2008_p4__seed1/result.yaml,analysis/traces/validation_v2_amc12a_2008_p4_1.json
validation,v2,induction_prod1p1onk3le3m1onn,1,False,False,False,0.038303279999999995,0.0712494,19,19,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__induction_prod1p1onk3le3m1onn__seed1/result.yaml,analysis/traces/validation_v2_induction_prod1p1onk3le3m1onn_1.json
validation,v2,algebra_others_exirrpowirrrat,1,False,False,False,0.04037871999999999,0.1003558,26,26,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__algebra_others_exirrpowirrrat__seed1/result.yaml,analysis/traces/validation_v2_algebra_others_exirrpowirrrat_1.json
validation,v2,mathd_algebra_190,1,True,True,False,0.00052906,0.0014062,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_190__seed1/result.yaml,analysis/traces/validation_v2_mathd_algebra_190_1.json
validation,v2,mathd_numbertheory_284,1,True,True,False,0.00028296,0.001377,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_284__seed1/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_284_1.json
validation,v2,imo_1964_p2,1,True,True,False,0.02544376,0.0432778,14,14,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__imo_1964_p2__seed1/result.yaml,analysis/traces/validation_v2_imo_1964_p2_1.json
validation,v2,aime_1984_p7,1,False,False,False,0.04108985999999999,0.0699894,20,20,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__aime_1984_p7__seed1/result.yaml,analysis/traces/validation_v2_aime_1984_p7_1.json
validation,v2,amc12a_2013_p8,1,True,True,False,0.00883022,0.017492,8,8,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12a_2013_p8__seed1/result.yaml,analysis/traces/validation_v2_amc12a_2013_p8_1.json
validation,v2,mathd_algebra_214,1,True,True,False,0.00059986,0.001477,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_214__seed1/result.yaml,analysis/traces/validation_v2_mathd_algebra_214_1.json
validation,v2,mathd_numbertheory_303,1,False,False,False,0.03678681999999999,0.0793516,21,21,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_303__seed1/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_303_1.json
validation,v2,imo_1969_p2,1,False,False,False,0.032880700000000006,0.1406656,37,37,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__imo_1969_p2__seed1/result.yaml,analysis/traces/validation_v2_imo_1969_p2_1.json
validation,v2,aime_1989_p8,1,True,True,False,0.00062206,0.0014992,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__aime_1989_p8__seed1/result.yaml,analysis/traces/validation_v2_aime_1989_p8_1.json
validation,v2,amc12a_2016_p3,1,True,True,False,0.04251414,0.07131359999999999,17,17,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12a_2016_p3__seed1/result.yaml,analysis/traces/validation_v2_amc12a_2016_p3_1.json
validation,v2,mathd_algebra_234,1,True,True,False,0.00036417999999999997,0.0014548,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_234__seed1/result.yaml,analysis/traces/validation_v2_mathd_algebra_234_1.json
validation,v2,mathd_numbertheory_33,1,True,True,False,0.00110092,0.003271,2,2,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_33__seed1/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_33_1.json
validation,v2,imo_1981_p6,1,True,True,False,0.013147699999999998,0.0227336,8,8,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__imo_1981_p6__seed1/result.yaml,analysis/traces/validation_v2_imo_1981_p6_1.json
validation,v2,aime_1991_p9,1,False,False,False,0.037827219999999995,0.0634504,18,18,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__aime_1991_p9__seed1/result.yaml,analysis/traces/validation_v2_aime_1991_p9_1.json
validation,v2,amc12a_2019_p21,1,False,False,False,0.042074480000000004,0.08096419999999999,24,24,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12a_2019_p21__seed1/result.yaml,analysis/traces/validation_v2_amc12a_2019_p21_1.json
validation,v2,mathd_algebra_251,1,True,True,False,0.0008906599999999999,0.0017678,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_251__seed1/result.yaml,analysis/traces/validation_v2_mathd_algebra_251_1.json
validation,v2,mathd_numbertheory_37,1,False,False,False,0.02089896,0.044075399999999994,18,18,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_37__seed1/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_37_1.json
validation,v2,imo_1984_p6,1,False,False,False,0.036902239999999996,0.0789632,22,22,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__imo_1984_p6__seed1/result.yaml,analysis/traces/validation_v2_imo_1984_p6_1.json
validation,v2,amc12a_2020_p21,1,False,False,False,0.03335106,0.058737,17,17,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12a_2020_p21__seed1/result.yaml,analysis/traces/validation_v2_amc12a_2020_p21_1.json
validation,v2,mathd_algebra_282,1,False,False,False,0.030214779999999993,0.14918199999999998,39,39,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_282__seed1/result.yaml,analysis/traces/validation_v2_mathd_algebra_282_1.json
validation,v2,mathd_numbertheory_405,1,False,False,False,0.03778502,0.0487418,11,11,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_405__seed1/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_405_1.json
validation,v2,amc12b_2002_p3,1,True,True,False,0.01407108,0.0258978,8,8,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12b_2002_p3__seed1/result.yaml,analysis/traces/validation_v2_amc12b_2002_p3_1.json
validation,v2,mathd_algebra_327,1,True,True,False,0.0016824399999999999,0.0047734,3,3,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_327__seed1/result.yaml,analysis/traces/validation_v2_mathd_algebra_327_1.json
validation,v2,mathd_numbertheory_43,1,False,False,False,0.03985985999999999,0.07419,22,22,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_43__seed1/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_43_1.json
validation,v2,amc12b_2003_p6,1,True,True,False,0.015787080000000002,0.0567594,24,24,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12b_2003_p6__seed1/result.yaml,analysis/traces/validation_v2_amc12b_2003_p6_1.json
validation,v2,mathd_algebra_393,1,True,True,False,0.009595639999999999,0.017355799999999998,7,7,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_393__seed1/result.yaml,analysis/traces/validation_v2_mathd_algebra_393_1.json
validation,v2,mathd_numbertheory_461,1,True,True,False,0.0004057,0.0015027999999999999,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_461__seed1/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_461_1.json
validation,v2,amc12b_2020_p5,1,True,True,False,0.00056006,0.0014371999999999998,1,1,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12b_2020_p5__seed1/result.yaml,analysis/traces/validation_v2_amc12b_2020_p5_1.json
validation,v2,mathd_algebra_421,1,True,True,False,0.0012356799999999999,0.004723,3,3,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_421__seed1/result.yaml,analysis/traces/validation_v2_mathd_algebra_421_1.json
validation,v2,mathd_numbertheory_530,1,False,False,False,0.039703600000000006,0.079138,23,23,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_530__seed1/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_530_1.json
validation,v2,amc12_2000_p12,1,True,True,False,0.0078359,0.012221599999999999,5,5,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12_2000_p12__seed1/result.yaml,analysis/traces/validation_v2_amc12_2000_p12_1.json
validation,v2,mathd_algebra_433,1,True,True,False,0.0018767599999999999,0.005156,3,3,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_algebra_433__seed1/result.yaml,analysis/traces/validation_v2_mathd_algebra_433_1.json
validation,v2,mathd_numbertheory_64,1,True,True,False,0.0046724,0.010529599999999998,5,5,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__mathd_numbertheory_64__seed1/result.yaml,analysis/traces/validation_v2_mathd_numbertheory_64_1.json
validation,v2,amc12_2001_p21,1,True,True,False,0.03158988000000001,0.0781782,26,26,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12_2001_p21__seed1/result.yaml,analysis/traces/validation_v2_amc12_2001_p21_1.json
validation,v2,amc12a_2002_p6,1,True,True,False,0.00107932,0.0028336,2,2,experiments/output/ace_revision_20260913/validation/configs/validation__candidate__proof__amc12a_2002_p6__seed1/result.yaml,analysis/traces/validation_v2_amc12a_2002_p6_1.json
training,B,mathd_algebra_206,0,True,True,False,0.0026722599999999997,0.0060496,3,3,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_algebra_206__seed0/result.yaml,analysis/traces/training_B_mathd_algebra_206_0.json
training,B,algebra_amgm_sum1toneqn_prod1tonleq1,0,False,False,False,0.03854766,0.08605739999999999,23,23,experiments/output/ace_learning_20260914/training/configs/training__B__proof__algebra_amgm_sum1toneqn_prod1tonleq1__seed0/result.yaml,analysis/traces/training_B_algebra_amgm_sum1toneqn_prod1tonleq1_0.json
training,B,amc12_2000_p6,0,False,False,False,0.03886255999999999,0.09495379999999999,32,32,experiments/output/ace_learning_20260914/training/configs/training__B__proof__amc12_2000_p6__seed0/result.yaml,analysis/traces/training_B_amc12_2000_p6_0.json
training,B,aime_1988_p8,0,True,True,False,0.00594718,0.0099556,4,4,experiments/output/ace_learning_20260914/training/configs/training__B__proof__aime_1988_p8__seed0/result.yaml,analysis/traces/training_B_aime_1988_p8_0.json
training,B,amc12a_2017_p7,0,True,True,False,0.011944719999999999,0.025507,10,10,experiments/output/ace_learning_20260914/training/configs/training__B__proof__amc12a_2017_p7__seed0/result.yaml,analysis/traces/training_B_amc12a_2017_p7_0.json
training,B,amc12b_2002_p11,0,False,False,False,0.03617302000000001,0.086314,26,26,experiments/output/ace_learning_20260914/training/configs/training__B__proof__amc12b_2002_p11__seed0/result.yaml,analysis/traces/training_B_amc12b_2002_p11_0.json
training,B,imo_1963_p5,0,True,True,False,0.01565666,0.028712599999999998,10,10,experiments/output/ace_learning_20260914/training/configs/training__B__proof__imo_1963_p5__seed0/result.yaml,analysis/traces/training_B_imo_1963_p5_0.json
training,B,induction_pord1p1on2powklt5on2,0,True,True,False,0.0284567,0.0465764,13,13,experiments/output/ace_learning_20260914/training/configs/training__B__proof__induction_pord1p1on2powklt5on2__seed0/result.yaml,analysis/traces/training_B_induction_pord1p1on2powklt5on2_0.json
training,B,mathd_algebra_224,0,False,False,False,0.03378328,0.0640204,18,18,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_algebra_224__seed0/result.yaml,analysis/traces/training_B_mathd_algebra_224_0.json
training,B,amc12a_2016_p2,0,True,True,False,0.00263004,0.0056076,3,3,experiments/output/ace_learning_20260914/training/configs/training__B__proof__amc12a_2016_p2__seed0/result.yaml,analysis/traces/training_B_amc12a_2016_p2_0.json
training,B,mathd_numbertheory_301,0,True,True,False,0.00387914,0.009779,5,5,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_numbertheory_301__seed0/result.yaml,analysis/traces/training_B_mathd_numbertheory_301_0.json
training,B,mathd_algebra_185,0,False,False,False,0.035564899999999997,0.0774788,19,19,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_algebra_185__seed0/result.yaml,analysis/traces/training_B_mathd_algebra_185_0.json
training,B,imo_1967_p3,0,False,False,False,0.04219574,0.082337,22,22,experiments/output/ace_learning_20260914/training/configs/training__B__proof__imo_1967_p3__seed0/result.yaml,analysis/traces/training_B_imo_1967_p3_0.json
training,B,amc12b_2004_p3,0,True,True,False,0.03174476,0.056291,16,16,experiments/output/ace_learning_20260914/training/configs/training__B__proof__amc12b_2004_p3__seed0/result.yaml,analysis/traces/training_B_amc12b_2004_p3_0.json
training,B,mathd_algebra_323,0,True,True,False,0.009475899999999999,0.0140416,5,5,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_algebra_323__seed0/result.yaml,analysis/traces/training_B_mathd_algebra_323_0.json
training,B,mathd_numbertheory_221,0,True,True,False,0.0005780599999999999,0.0014912,1,1,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_numbertheory_221__seed0/result.yaml,analysis/traces/training_B_mathd_numbertheory_221_0.json
training,B,mathd_algebra_28,0,True,True,False,0.00339048,0.0073782,4,4,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_algebra_28__seed0/result.yaml,analysis/traces/training_B_mathd_algebra_28_0.json
training,B,amc12a_2003_p1,0,True,True,False,0.0032865,0.0071988,4,4,experiments/output/ace_learning_20260914/training/configs/training__B__proof__amc12a_2003_p1__seed0/result.yaml,analysis/traces/training_B_amc12a_2003_p1_0.json
training,B,mathd_algebra_247,0,True,True,False,0.0035986399999999997,0.007251199999999999,4,4,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_algebra_247__seed0/result.yaml,analysis/traces/training_B_mathd_algebra_247_0.json
training,B,mathd_numbertheory_458,0,True,True,False,0.0025300599999999998,0.0070972,4,4,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_numbertheory_458__seed0/result.yaml,analysis/traces/training_B_mathd_numbertheory_458_0.json
training,B,imo_1977_p6,0,False,False,False,0.03928356,0.0557928,14,14,experiments/output/ace_learning_20260914/training/configs/training__B__proof__imo_1977_p6__seed0/result.yaml,analysis/traces/training_B_imo_1977_p6_0.json
training,B,mathd_numbertheory_326,0,True,True,False,0.00052686,0.0014399999999999999,1,1,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_numbertheory_326__seed0/result.yaml,analysis/traces/training_B_mathd_numbertheory_326_0.json
training,B,mathd_numbertheory_35,0,True,True,False,0.00048486000000000004,0.001398,1,1,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_numbertheory_35__seed0/result.yaml,analysis/traces/training_B_mathd_numbertheory_35_0.json
training,B,amc12a_2013_p7,0,True,True,False,0.0007868599999999999,0.0017,1,1,experiments/output/ace_learning_20260914/training/configs/training__B__proof__amc12a_2013_p7__seed0/result.yaml,analysis/traces/training_B_amc12a_2013_p7_0.json
training,B,mathd_numbertheory_48,0,True,True,False,0.006800780000000001,0.014058199999999998,7,7,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_numbertheory_48__seed0/result.yaml,analysis/traces/training_B_mathd_numbertheory_48_0.json
training,B,mathd_numbertheory_629,0,False,False,False,0.03695303999999999,0.07276439999999999,22,22,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_numbertheory_629__seed0/result.yaml,analysis/traces/training_B_mathd_numbertheory_629_0.json
training,B,imo_1968_p5_1,0,True,True,False,0.0299255,0.0462902,14,14,experiments/output/ace_learning_20260914/training/configs/training__B__proof__imo_1968_p5_1__seed0/result.yaml,analysis/traces/training_B_imo_1968_p5_1_0.json
training,B,aime_1990_p4,0,True,True,False,0.00601216,0.0126286,6,6,experiments/output/ace_learning_20260914/training/configs/training__B__proof__aime_1990_p4__seed0/result.yaml,analysis/traces/training_B_aime_1990_p4_0.json
training,B,mathd_algebra_37,0,True,True,False,0.00049606,0.0014091999999999998,1,1,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_algebra_37__seed0/result.yaml,analysis/traces/training_B_mathd_algebra_37_0.json
training,B,amc12a_2002_p13,0,True,True,False,0.030400479999999994,0.0487108,11,11,experiments/output/ace_learning_20260914/training/configs/training__B__proof__amc12a_2002_p13__seed0/result.yaml,analysis/traces/training_B_amc12a_2002_p13_0.json
training,B,mathd_algebra_410,0,True,True,False,0.00118972,0.003016,2,2,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_algebra_410__seed0/result.yaml,analysis/traces/training_B_mathd_algebra_410_0.json
training,B,aime_1988_p3,0,True,True,False,0.03591731999999999,0.051499199999999995,13,13,experiments/output/ace_learning_20260914/training/configs/training__B__proof__aime_1988_p3__seed0/result.yaml,analysis/traces/training_B_aime_1988_p3_0.json
training,B,imo_1983_p6,0,True,True,False,0.015426859999999999,0.0213116,6,6,experiments/output/ace_learning_20260914/training/configs/training__B__proof__imo_1983_p6__seed0/result.yaml,analysis/traces/training_B_imo_1983_p6_0.json
training,B,amc12b_2003_p17,0,True,True,False,0.00402436,0.0132778,8,8,experiments/output/ace_learning_20260914/training/configs/training__B__proof__amc12b_2003_p17__seed0/result.yaml,analysis/traces/training_B_amc12b_2003_p17_0.json
training,B,amc12a_2020_p13,0,False,False,False,0.04052028,0.0710778,19,19,experiments/output/ace_learning_20260914/training/configs/training__B__proof__amc12a_2020_p13__seed0/result.yaml,analysis/traces/training_B_amc12a_2020_p13_0.json
training,B,aime_1984_p1,0,False,False,False,0.038779959999999995,0.0591376,15,15,experiments/output/ace_learning_20260914/training/configs/training__B__proof__aime_1984_p1__seed0/result.yaml,analysis/traces/training_B_aime_1984_p1_0.json
training,B,mathd_numbertheory_403,0,True,True,False,0.0005422599999999999,0.0014554,1,1,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_numbertheory_403__seed0/result.yaml,analysis/traces/training_B_mathd_numbertheory_403_0.json
