stage,arm,theorem,seed,success,qualified,platform_failed,cost,cost_per_cell_uncached,requests,book_exposures,result,trace_file
training,B,amc12_2000_p1,0,True,True,False,0.014824379999999998,0.020600399999999998,6,6,experiments/output/ace_learning_20260914/training/configs/training__B__proof__amc12_2000_p1__seed0/result.yaml,analysis/traces/training_B_amc12_2000_p1_0.json
training,B,mathd_algebra_43,0,True,True,False,0.00053566,0.0014487999999999999,1,1,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_algebra_43__seed0/result.yaml,analysis/traces/training_B_mathd_algebra_43_0.json
training,B,mathd_numbertheory_42,0,True,True,False,0.0011121999999999998,0.0031858,2,2,experiments/output/ace_learning_20260914/training/configs/training__B__proof__mathd_numbertheory_42__seed0/result.yaml,analysis/traces/training_B_mathd_numbertheory_42_0.json
validation,B,mathd_algebra_234,0,True,True,False,0.0009116599999999999,0.0018247999999999997,1,1,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__mathd_algebra_234__seed0/result.yaml,analysis/traces/validation_B_mathd_algebra_234_0.json
validation,B,imo_1969_p2,0,False,False,False,0.029528959999999996,0.1467842,39,39,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__imo_1969_p2__seed0/result.yaml,analysis/traces/validation_B_imo_1969_p2_0.json
validation,B,mathd_algebra_190,0,True,True,False,0.00057146,0.0014846,1,1,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__mathd_algebra_190__seed0/result.yaml,analysis/traces/validation_B_mathd_algebra_190_0.json
validation,B,mathd_algebra_393,1,True,True,False,0.00491774,0.0099248,5,5,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__mathd_algebra_393__seed1/result.yaml,analysis/traces/validation_B_mathd_algebra_393_1.json
validation,B,aime_1991_p9,1,False,False,False,0.041559700000000005,0.0628456,17,17,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__aime_1991_p9__seed1/result.yaml,analysis/traces/validation_B_aime_1991_p9_1.json
validation,B,imo_1964_p2,1,False,False,False,0.0384592,0.055663599999999994,16,16,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__imo_1964_p2__seed1/result.yaml,analysis/traces/validation_B_imo_1964_p2_1.json
validation,B,amc12a_2020_p21,0,False,False,False,0.03742322,0.07499839999999999,22,22,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__amc12a_2020_p21__seed0/result.yaml,analysis/traces/validation_B_amc12a_2020_p21_0.json
validation,B,amc12a_2013_p8,1,True,True,False,0.01258304,0.0231188,10,10,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__amc12a_2013_p8__seed1/result.yaml,analysis/traces/validation_B_amc12a_2013_p8_1.json
validation,B,amc12a_2019_p21,1,False,False,False,0.040870039999999996,0.1086692,28,28,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__amc12a_2019_p21__seed1/result.yaml,analysis/traces/validation_B_amc12a_2019_p21_1.json
validation,B,amc12a_2020_p21,1,False,False,False,0.028833739999999997,0.050780599999999995,14,14,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__amc12a_2020_p21__seed1/result.yaml,analysis/traces/validation_B_amc12a_2020_p21_1.json
validation,B,induction_prod1p1onk3le3m1onn,0,False,False,False,0.038634180000000004,0.0587346,16,16,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__induction_prod1p1onk3le3m1onn__seed0/result.yaml,analysis/traces/validation_B_induction_prod1p1onk3le3m1onn_0.json
validation,B,mathd_numbertheory_284,0,True,True,False,0.00046906,0.0013821999999999999,1,1,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__mathd_numbertheory_284__seed0/result.yaml,analysis/traces/validation_B_mathd_numbertheory_284_0.json
validation,B,aime_1991_p6,1,False,False,False,0.03307902,0.0544686,11,11,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__aime_1991_p6__seed1/result.yaml,analysis/traces/validation_B_aime_1991_p6_1.json
validation,B,mathd_algebra_327,1,True,True,False,0.0017822,0.0061652,4,4,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__mathd_algebra_327__seed1/result.yaml,analysis/traces/validation_B_mathd_algebra_327_1.json
validation,B,amc12b_2020_p5,1,True,True,False,0.00037314,0.0015444,1,1,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__amc12b_2020_p5__seed1/result.yaml,analysis/traces/validation_B_amc12b_2020_p5_1.json
validation,B,mathd_algebra_433,1,True,True,False,0.0021345,0.0050784,3,3,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__mathd_algebra_433__seed1/result.yaml,analysis/traces/validation_B_mathd_algebra_433_1.json
validation,B,amc12a_2013_p8,0,True,True,False,0.00387326,0.011691199999999999,6,6,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__amc12a_2013_p8__seed0/result.yaml,analysis/traces/validation_B_amc12a_2013_p8_0.json
validation,B,aime_1991_p9,0,False,False,False,0.03487266,0.07779599999999999,21,21,experiments/output/ace_learning_20260914/validation/configs/validation__B__proof__aime_1991_p9__seed0/result.yaml,analysis/traces/validation_B_aime_1991_p9_0.json
