budget_dollars,solved_problems
0.0,0
0.0015810499999999999,1
0.0033029999999999995,2
0.0033095,3
0.00364555,4
0.0044923,5
0.0046503000000000004,6
0.0060663,7
0.0111746,8
0.0119788,9
0.015854100000000003,10
0.0184766,11
0.04847605,12
0.05451635,13
0.09350295,14
0.10917154999999998,15
0.2708823,15
