budget_dollars,solved_problems
0.0,0
0.00191135,1
0.0033781999999999996,2
0.0034884499999999997,3
0.0054481,4
0.0076965,5
0.008614199999999999,6
0.0172508,7
0.0195937,8
0.0317989,9
0.06251245,10
0.0715736,11
0.08571045,12
0.2609271,12
