ledger,cell,receipt,date,stage,charged,uncached,input,cached,output
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,imo_1984_p6__luna-none-medium__gpt-5.6-luna__seed0,56d46605be5642b5b85bfc55aa92251f,2026-09-12,luna,0.00397654,0.0044458,17033,2607,866
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,imo_1984_p6__luna-none-medium__gpt-5.6-luna__seed0,8118efc91a9f4d4eb9f4487b490b1cff,2026-09-12,luna,0.0016736,0.004739,19387,17030,718
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,imo_1984_p6__luna-none-medium__gpt-5.6-luna__seed0,b01f7742389743c4b1edb81803d91841,2026-09-12,luna,0.00436674,0.004836,19440,2607,790
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,imo_1984_p6__luna-none-medium__gpt-5.6-luna__seed0,c8b4bd648a6e49969f8ff2bfe4ab527b,2026-09-12,luna,0.00084434,0.004343,20491,19437,204
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,1d7e9dfca3fe4525b6037732a48d802a,2026-09-12,luna,0.00168654,0.0021558,4311,2607,1078
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,0b8621b2de8c429a81aeb3bca751d820,2026-09-12,luna,0.00061396,0.0013894,5693,4308,209
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,82d0a61f60a842ffa152c30d3aa5fb68,2026-09-12,luna,0.0005494,0.0015736,7088,5690,130
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,0a5ba4f2c0e64c8a92e4901320cb0e01,2026-09-12,luna,0.0004531,0.0017284,7448,7085,199
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,d7f416baa43d4b01aac811bc42f38c5a,2026-09-12,luna,0.00044589999999999994,0.0017859999999999998,7958,7445,162
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,3a0d3d8d48264034b740d39bea723b5c,2026-09-12,luna,0.0005639,0.0019958,8563,7955,236
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,baa98644e77f4fac93df966f45055b56,2026-09-12,luna,0.0006858,0.0022266,9105,8560,338
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,761da0bb0c06405886a5e279757842dc,2026-09-12,luna,0.00224504,0.0038833999999999995,10147,9102,1545
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,8b62d931b06a4b01adca45c737f87d01,2026-09-12,luna,0.00224554,0.0027148,9056,2607,753
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,ac077ea073664320ade5c276efeb8616,2026-09-12,luna,0.0008858599999999999,0.0025154,10027,9053,425
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,b0e51e554e02482db476097f5a0a28d7,2026-09-12,luna,0.00055488,0.0023592,10674,10024,187
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,78a6d0b3a93d4e398c08312811df21e4,2026-09-12,luna,0.00062722,0.002548,10910,10671,305
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,4913f588d20f45d7a12803eeef280591,2026-09-12,luna,0.00078874,0.002752,11258,10907,417
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,a661d3ed511243068f2c701e2ca18475,2026-09-12,luna,0.0011431,0.003169,12143,11255,617
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,3aead90ec3624256b0344bd626b5c905,2026-09-12,luna,0.00311234,0.0035816,11530,2607,1063
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,d195cbbc38b44866a91e47e8840cb429,2026-09-12,luna,0.0029701399999999996,0.0034393999999999996,14683,2607,419
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,1e5e0882a48d4e0ba20837280eeeb531,2026-09-12,luna,0.00417854,0.0046478,14905,2607,1389
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,6150d8e13ca94abab885b325ffeaae94,2026-09-12,luna,0.00365514,0.0041244,14298,2607,1054
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,775afab5cbfa42b599f3a62021989042,2026-09-12,luna,0.0030963399999999995,0.0035655999999999995,15452,2607,396
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,6ab90e01ae534271b2ce2b186738098c,2026-09-12,luna,0.00239638,0.0051772,16112,15449,1629
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,01a19f9c2910456194f5e84eb4369737,2026-09-12,luna,0.0038309399999999997,0.0043002,17145,2607,726
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12a_2020_p21__luna-none-medium__gpt-5.6-luna__seed0,2d40527c36f94670a5b6466f69c1eb66,2026-09-12,luna,0.004337339999999999,0.004806599999999999,18591,2607,907
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,74e09ae1a0d944ea8c088a254b983555,2026-09-12,luna,0.00048914,0.0009584,4186,2607,101
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,0b957e5521144571b15b9e3826cb0730,2026-09-12,luna,0.00051386,0.0012668,5476,4183,143
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,fdeb7c682d054a02b374cd4b330507f8,2026-09-12,luna,0.0006054599999999999,0.0015906,6669,5473,214
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,7758a52f25874ef1b5641110640c4cb1,2026-09-12,luna,0.0006781199999999999,0.001878,8034,6666,226
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,efc9ceb2f4fa4bc18795b783d68cc4ac,2026-09-12,luna,0.00070362,0.0021492,10314,8031,72
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,381ffe8db7ec45ccb0d2220a84b833dd,2026-09-12,luna,0.00051402,0.00237,10536,10311,219
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,46af4fbb50ca4310a5de2bccf8fd834a,2026-09-12,luna,0.00093066,0.0028266000000000003,11325,10533,468
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,4851e94bbee7454f8ad3e57dba43c8f1,2026-09-12,luna,0.0023402399999999995,0.0043782,15723,11322,1028
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,62eaf7d289414ab1846c54527df3970a,2026-09-12,luna,0.0028839399999999998,0.0033531999999999998,15212,2607,259
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,403cb0c70b364a798ba83906642987df,2026-09-12,luna,0.00092118,0.0036588,16458,15209,306
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,1f4f837af4d6402e99430e68472b1ae2,2026-09-12,luna,0.0016278999999999998,0.0045898,21215,16455,289
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,5e4056f7fc174a4283ee5b1f4b366318,2026-09-12,luna,0.00470154,0.0051708,21234,2607,770
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,a2d95bfd67794edfb9eb4f8448baa108,2026-09-12,luna,0.0019890199999999998,0.005810599999999999,22747,21231,1051
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,40e9e620768a4d0c9857fc04c8a27201,2026-09-12,luna,0.0010232800000000001,0.0051172,24068,22744,253
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,853f9a8e4dc0475cafd9e1c8aa56521a,2026-09-12,luna,0.0006045,0.0049362,24591,24065,15
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,748cd2ef13d143d093e324dd0be910d7,2026-09-12,luna,0.00072576,0.0051516,24876,24588,147
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,fc6633823ebf42edb96e3750ffcc678b,2026-09-12,luna,0.00059946,0.0050766,25293,24873,15
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,b9316c8bf57c436bae10b0f8919f3a98,2026-09-12,luna,0.0005982,0.005150399999999999,25578,25290,29
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,f7cd5611cca44176a2f3e9a141842ae5,2026-09-12,luna,0.0005899,0.0051934,25877,25575,15
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,198e5e91b1d84d9486cb9f715a019faa,2026-09-12,luna,0.00059308,0.0052504,26162,25874,15
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,ac0d0fde139e4f2c8f097b10db2b6ab1,2026-09-12,luna,0.0006491800000000001,0.005357799999999999,26447,26159,57
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,cbb4b9b97014406fb778b5086b9b5c8b,2026-09-12,luna,0.0006562800000000001,0.0054161999999999995,26631,26444,75
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,fd94a8f53c4943ba9baf85e56d13fe9d,2026-09-12,luna,0.0017816399999999997,0.0055998,25263,21212,456
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,c7812f399ba24079ad951e75ace7e170,2026-09-12,luna,0.0006643600000000001,0.0054574,27125,26628,27
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,b05d6e8684a34ff9aad028686e64bc22,2026-09-12,luna,0.0006204400000000001,0.005502399999999999,27422,27122,15
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,e56ea26b36d04059b19505531e747f7a,2026-09-12,luna,0.00064078,0.0055762,27707,27419,29
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,00df37e36aa14d89ad5c973bf46d60ed,2026-09-12,luna,0.0006324799999999999,0.0056191999999999995,28006,27704,15
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,f9d6d3026de34e8d9a6937b567fc4e25,2026-09-12,luna,0.0006464600000000001,0.005686999999999999,28291,28003,24
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,c6c37c53bf4541ffa5562e40b3bb2254,2026-09-12,luna,0.00064316,0.005735,28585,28288,15
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_282__luna-none-medium__gpt-5.6-luna__seed0,813617a30efb4f1eac39357c6513d67d,2026-09-12,luna,0.00068204,0.0058268,28870,28582,44
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_405__luna-none-medium__gpt-5.6-luna__seed0,a6d1d1d482bd48dea6f7a08e918acf48,2026-09-12,luna,0.0009273399999999999,0.0013966,4271,2607,452
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_405__luna-none-medium__gpt-5.6-luna__seed0,e5c0f18af93e402790e9b1555c498ea0,2026-09-12,luna,0.00158056,0.0023488,5702,4268,1007
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_405__luna-none-medium__gpt-5.6-luna__seed0,c628a3341c424141bd229bfa7d9a2026,2026-09-12,luna,0.00223938,0.0032652000000000002,7134,5699,1532
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_405__luna-none-medium__gpt-5.6-luna__seed0,4f32ce0ab70e4b5e8d921dcfb02371a9,2026-09-12,luna,0.0016389400000000002,0.0021081999999999997,7397,2607,524
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_405__luna-none-medium__gpt-5.6-luna__seed0,f9d97b68679b4ceab5fdd604a4314c75,2026-09-12,luna,0.00084268,0.0021736,8624,7394,374
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_405__luna-none-medium__gpt-5.6-luna__seed0,01b386f196ef4e5594e8151205c1cc12,2026-09-12,luna,0.00036762000000000003,0.0019194,9045,8621,92
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_405__luna-none-medium__gpt-5.6-luna__seed0,3890163f9ec34f4683e90946efce22b8,2026-09-12,luna,0.00185244,0.0034799999999999996,9402,9042,1333
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_405__luna-none-medium__gpt-5.6-luna__seed0,69fdfdba06be47ad92a52a5d39c95920,2026-09-12,luna,0.0008049800000000001,0.0024968,11026,9399,243
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_405__luna-none-medium__gpt-5.6-luna__seed0,124e334dca1b4d44a7010cf4b5b45b68,2026-09-12,luna,0.0037935399999999998,0.0042628,10472,2607,1807
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_405__luna-none-medium__gpt-5.6-luna__seed0,8e1e2a383fd642cd9acb08691d99646d,2026-09-12,luna,0.00461714,0.0050864,14650,2607,1797
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_405__luna-none-medium__gpt-5.6-luna__seed0,1139a42a42e44ea2aea5e1bdf5849f89,2026-09-12,luna,0.00555694,0.006026199999999999,16451,2607,2280
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_405__luna-none-medium__gpt-5.6-luna__seed0,b991fa4b6b704a58880ed836c7d6b470,2026-09-12,luna,0.006223939999999999,0.0066932,21826,2607,1940
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_405__luna-none-medium__gpt-5.6-luna__seed0,8668f873606e4b0ea18adce10f5dc7ef,2026-09-12,luna,0.00641034,0.0068796,23280,2607,1853
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,8966ae155c6b4b9e9f9d39f0275f7ab0,2026-09-12,luna,0.00036634,0.0008356,3902,2607,46
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,eff1d9dd846043b5b98b5e7462febada,2026-09-12,luna,0.00042758,0.0011294,5137,3899,85
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,36ad1467074e4d90adbcd1cc0c08cf2a,2026-09-12,luna,0.00158188,0.002506,6008,5134,1087
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,7f5d9e0b5a8940b9bd7ec9502cc3f1ec,2026-09-12,luna,0.0015867,0.0026676,7458,6005,980
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,e34a283d0ab046d0ba915685cfee112f,2026-09-12,luna,0.00196474,0.002434,9182,2607,498
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,0ea160fc7f61493fb0309906ecc4f35c,2026-09-12,luna,0.00047958,0.0021317999999999997,9933,9179,121
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,4694c99f9ba748e88061790ce69272b6,2026-09-12,luna,0.0008856000000000001,0.002673,10665,9930,450
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,cc5be82fb3a141bd9df0f33484ccdbc8,2026-09-12,luna,0.00091904,0.0028382,11365,10662,471
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,518b9e636d794f2890f2b171d286c185,2026-09-12,luna,0.00116644,0.0032116,12950,11362,518
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,edda10a9c0584c2493b84e964b65a533,2026-09-12,luna,0.0007527399999999999,0.0030832,14948,12947,78
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,d76f367ab12342298242c6177d8be326,2026-09-12,luna,0.00039069999999999996,0.0030808,15074,14945,55
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,48aec114036f4e968a179abdb1f3526f,2026-09-12,luna,0.0010520199999999999,0.0037648,15236,15071,598
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,1b3d14fc04cb42c58efca62bc3473ae8,2026-09-12,luna,0.00230686,0.005048799999999999,16130,15233,1519
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,3cbf433acba643c1af95042288bdd9ac,2026-09-12,luna,0.0030351399999999995,0.0035043999999999995,13298,2607,704
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,e6525c6dbf934972bdd162c4f10fac1d,2026-09-12,luna,0.00501014,0.0054794,14725,2607,2112
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,e5eb8aadf8254141a447bf6e6d7881a6,2026-09-12,luna,0.00469934,0.0051686,16495,2607,1558
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,b4fea550d91c427fb16d008683ccfd0e,2026-09-12,luna,0.00238444,0.005353,18677,16492,1348
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,51a8adceacd3475b8af4f415decce26c,2026-09-12,luna,0.0018220399999999998,0.004471999999999999,20944,14722,236
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,235bc55a5f91492b96f60480529d4554,2026-09-12,luna,0.00207582,0.0058452,21504,20941,1287
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2002_p3__luna-none-medium__gpt-5.6-luna__seed0,1c47a38f3673494aa3f12c10e9820d40,2026-09-12,luna,0.00428674,0.004756,21824,2607,326
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_327__luna-none-medium__gpt-5.6-luna__seed0,8cde649fdae44e6b94a9e0a6da2527b2,2026-09-12,luna,0.00049454,0.0009638,3769,2607,175
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_327__luna-none-medium__gpt-5.6-luna__seed0,35fdf258cf4849ff886bf97ff2026468,2026-09-12,luna,0.00048091999999999997,0.0011588,5158,3766,106
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_algebra_327__luna-none-medium__gpt-5.6-luna__seed0,66875675c2e648788cd009613aabcec3,2026-09-12,luna,0.0014951,0.002423,10333,5155,297
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,836089ff39604adb8a7c1dbc10b2a626,2026-09-12,luna,0.00068194,0.0011512,3986,2607,295
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,abb3d10e43f843e285af558e93ce6ba0,2026-09-12,luna,0.0008822599999999999,0.0015991999999999998,5470,3983,421
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,87a38bbd79f249ea8fac7173fa5bef8f,2026-09-12,luna,0.00046513999999999995,0.0014491999999999999,6106,5467,190
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,d81e87d6d3b04ca2bab5c3f119c1d16e,2026-09-12,luna,0.00038226,0.0014807999999999998,6390,6103,169
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,b59d38f5a8fd49b0be6ece7f4525e5b1,2026-09-12,luna,0.0013397399999999999,0.0018089999999999998,8115,2607,155
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,12b1380dd1c64108a3da98b2a9177b75,2026-09-12,luna,0.0008148399999999999,0.002275,8483,8112,482
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,5a7e5b46156f427bba3ce8cd6dbe8a0b,2026-09-12,luna,0.000763,0.0022894,9161,8480,381
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,cdfb3dd3175640169fa73e42c6fe288c,2026-09-12,luna,0.00043596,0.0020844,9594,9158,138
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,bd8ba955f174474c854f5c9a498ec107,2026-09-12,luna,0.00042502,0.0021514,10157,9591,100
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,1ddb2e033ed44831934aec7e7b297095,2026-09-12,luna,0.00195954,0.0024288,9696,2607,408
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,ceaaa6c195d547d0b22327235c7115a8,2026-09-12,luna,0.00122766,0.0029724,10356,9693,751
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,66053e6488774738a791578a492043cd,2026-09-12,luna,0.00152834,0.0019976,8092,2607,316
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,59d0d24cb24142e489226c2c75c1bb9d,2026-09-12,luna,0.00045918,0.0019152,8550,8089,171
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,1eceb0c156674db7b1a282b419ed68df,2026-09-12,luna,0.00152434,0.0030628,9242,8547,1012
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,4ef107946d74456b94c86f372fbc6119,2026-09-12,luna,0.00183474,0.002304,9228,2607,382
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,f28e841680e9438da51761c7b1407992,2026-09-12,luna,0.0013811000000000001,0.0030416,9724,9225,914
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,15324e929a964bbba682b8c5a5a437df,2026-09-12,luna,0.00066862,0.0024184000000000002,10850,9721,207
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,994eb806126e4127a89e75be30a3c020,2026-09-12,luna,0.0006687399999999999,0.0026211999999999997,11396,10847,285
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,2cf746f50b8e4cf1aad516414cc3a2bb,2026-09-12,luna,0.00044186000000000003,0.0024925999999999998,11893,11393,95
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,mathd_numbertheory_43__luna-none-medium__gpt-5.6-luna__seed0,a9dc036e088a4357b3c84e403d36f7ed,2026-09-12,luna,0.0005674,0.0027076,12200,11890,223
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2003_p6__luna-none-medium__gpt-5.6-luna__seed0,3b8c205f5fa348b68dfaee026f7ad178,2026-09-12,luna,0.00041494,0.0008841999999999999,4007,2607,69
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2003_p6__luna-none-medium__gpt-5.6-luna__seed0,3fc93e6acd4f48f28075725cc4054e8b,2026-09-12,luna,0.0006484799999999999,0.0013691999999999999,4224,4004,437
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2003_p6__luna-none-medium__gpt-5.6-luna__seed0,f594bdc0942b4cb6816ec33771429c6a,2026-09-12,luna,0.00042002,0.0011798,5011,4221,148
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2003_p6__luna-none-medium__gpt-5.6-luna__seed0,e57bc15ba58a475bb2fefb92a6e60117,2026-09-12,luna,0.00102736,0.0019288,5798,5008,641
experiments/campaigns/ace_attribution_20260912/ledger.sqlite3,amc12b_2003_p6__luna-none-medium__gpt-5.6-luna__seed0,d61602d09351461e8aee115beae7a375,2026-09-12,luna,0.0022283399999999997,0.0026975999999999997,8496,2607,832
