budget_dollars,solved_problems
0.0,0
0.0017623,1
0.00194105,2
0.0028207999999999996,3
0.005542149999999999,4
0.0071755000000000005,5
0.0072289,6
0.00798775,7
0.00799575,8
0.0509525,8
