budget_dollars,solved_problems
0.0,0
0.0029344999999999996,1
0.003647,2
0.004697,3
0.005642,4
0.0061995,5
0.006503650000000001,6
0.0093445,7
0.009867,8
0.009962,9
0.011087,10
0.0114245,11
0.011552,12
0.012792,13
0.018752,14
0.020537,15
0.022977,16
0.025697,17
0.054676050000000004,18
0.058999899999999994,19
0.060589000000000004,20
0.08116605,21
0.140434,22
0.5,22
