budget_dollars,solved_problems
0.0,0
0.006947749999999999,1
0.01109525,2
0.011338999999999998,3
0.017201499999999998,4
0.032438999999999996,5
0.03509149999999999,6
0.038231499999999995,7
0.05249149999999999,8
0.07659275,9
0.08167274999999999,10
0.10200149999999998,11
0.12462274999999999,12
0.22355425,13
0.26404799999999995,14
0.2794055,15
0.28203399999999995,16
0.3045215,17
0.31023025,17
