budget_dollars,solved_problems
0.0,0
0.0030095,1
0.004712000000000001,2
0.0062295,3
0.007067,4
0.008697,5
0.009374500000000001,6
0.010902,7
0.0123395,8
0.013247,9
0.013377,10
0.013757,11
0.0142895,12
0.018732000000000002,13
0.019127,14
0.0218239,15
0.030752,16
0.0327107,17
0.034307,18
0.0730465,19
0.0763965,20
0.1326573,21
0.1457907,22
0.5,22
