budget_dollars,solved_problems
0.0,0
0.006855,1
0.0125145,2
0.016132,3
0.01949625,4
0.026237,5
0.026822,6
0.029914999999999997,7
0.029981749999999998,8
0.032508749999999996,9
0.0350935,10
0.03808249999999999,11
0.03885525,12
0.04951399999999999,13
0.04982749999999999,14
0.09611324999999998,15
0.09693374999999999,16
0.10230199999999999,17
0.106127,18
0.14943824999999994,19
0.15122299999999997,20
0.16926375000000002,21
0.25775925,21
