budget_dollars,solved_problems
0.0,0
0.00240525,1
0.002959,2
0.007771,3
0.016677249999999998,4
0.0321405,5
0.0398615,6
0.07066975,7
0.0907025,8
0.1355835,9
0.15247949999999996,10
0.16961325,11
0.20460625000000005,11
