budget_dollars,solved_problems
0.0,0
0.00355165,1
0.00399991,2
0.0061646999999999995,3
0.00813482,4
0.00958286,5
0.01108291,6
0.01810975,7
0.02140912,8
0.02787373,9
0.20924784,9
