budget_dollars,solved_problems
0.0,0
0.002139,1
0.0022377499999999997,2
0.0032714999999999997,3
0.0041115,4
0.0042014999999999995,5
0.0052815,6
0.006002499999999999,7
0.0071614999999999995,8
0.013871749999999999,9
0.016634499999999997,10
0.017238999999999997,11
0.021127,12
0.0235965,13
0.02779125,14
0.08160725,15
0.2078405,15
