budget_dollars,solved_problems
0.0,0
0.03963525,1
0.06238149999999999,2
0.06304149999999999,3
0.06962774999999999,4
0.14373149999999998,5
0.14669899999999997,6
0.149829,7
0.16687149999999998,8
0.23526149999999998,9
0.23946274999999997,10
0.24915749999999998,11
0.27420274999999994,12
0.3187615,13
0.3345125,14
0.38928274999999996,15
0.40444025,16
0.6869862499999999,16
