budget_dollars,solved_problems
0.0,0
0.0029495,1
0.004742,2
0.005612000000000001,3
0.0058195,4
0.0062595,5
0.007832,6
0.0092245,7
0.010322,8
0.010902,9
0.013364550000000001,10
0.0134045,11
0.0134795,12
0.013487,13
0.016047,14
0.020387000000000002,15
0.0260495,16
0.028934850000000005,17
0.040097,18
0.05109225,19
0.0692165,20
0.07598395000000001,21
0.0827845,22
0.5,22
