budget_dollars,solved_problems
0.0,0
0.0036864999999999997,1
0.00421025,2
0.004739,3
0.00729275,4
0.00983275,5
0.01029275,6
0.010372749999999998,7
0.01409275,8
0.026741499999999998,9
0.027184,10
0.029013999999999998,11
0.030042749999999997,12
0.03387175,13
0.03721175,14
0.0376455,15
0.04050275,16
0.24098899999999998,17
0.266019,18
